id,en_es_DEEP_to_es_difference_general_rarity,en_es_DEEP_to_es_difference_genre_rarity,en_es_DEEPL_to_es_difference_general_rarity,en_es_DEEPL_to_es_difference_genre_rarity,en_es_GOOGLE_to_es_difference_general_rarity,en_es_GOOGLE_to_es_difference_genre_rarity,en_es_TRANSFORMERS_to_es_difference_general_rarity,en_es_TRANSFORMERS_to_es_difference_genre_rarity
2007/s/2007/677/102:2,0.03723404255319149,-0.018375241779497106,0.0761229314420803,0.02505910165484629,0.03723404255319149,-0.018375241779497106,0.014506769825918697,-0.018375241779497106
2014/s/2014/957/82:1,0.0671031096563012,-0.0384615384615384,0.08923076923076931,-0.0184615384615384,0.0671031096563012,-0.0384615384615384,0.045826513911620376,-0.017184942716857603
2012/s/prst/2012/24/10:1,-0.041935483870967794,-0.0333333333333333,-0.02580645161290329,-0.0172043010752688,-0.02580645161290329,-0.0333333333333333,-0.04999999999999999,-0.016666666666666698
2005/s/2005/60/462:2,-0.06896551724137931,0.0,-0.103448275862069,0.0,-0.06896551724137931,0.0,-0.06896551724137931,0.0
2000/s/2000/1196/59:5,-0.0669642857142857,-0.0544642857142857,-0.0982142857142857,-0.0544642857142857,-0.0669642857142857,-0.0544642857142857,-0.043290043290043295,-0.0857142857142857
2009/s/res/1904_2009_/74:1,0.013184843830005122,-0.007680491551459303,-0.0044832182236762,-0.008542348237004801,0.013184843830005122,-0.007680491551459303,-0.016708437761069284,-0.0238095238095238
2014/s/2014/369/37:1,-0.017857142857142794,0.0,0.013095238095238104,-0.0023809523809524002,-0.017857142857142794,0.0,-0.03794642857142849,-0.0200892857142857
1999/s/prst/1999/6/19:1,0.02911534154535278,0.0050391937290034,0.036227717078780974,-0.0212765957446808,0.02911534154535278,-0.0212765957446808,0.01595744680851069,-0.0212765957446808
2011/s/2011/463/395:4,0.033333333333333326,0.0,0.04375000000000001,-0.002083333333333298,0.033333333333333326,0.0,0.04375000000000001,-0.002083333333333298
2014/s/res/2160__2014_/35:1,0.03684210526315779,0.004093567251462,0.024999999999999994,-0.0222222222222222,0.03684210526315779,0.004093567251462,0.03684210526315779,0.004093567251462
2001/s/res/1363_2001_/14:1,0.0756140350877193,-0.0133333333333333,0.03416666666666668,-0.0133333333333333,0.0756140350877193,-0.0133333333333333,0.039349593495934976,-0.0133333333333333
2005/s/2005/572/96:1,0.08602150537634407,0.0019550342130986963,0.06060606060606061,0.0,0.08602150537634407,0.0019550342130986963,0.041666666666666685,0.0009469696969696996
2014/s/2014/902/70:4,0.010869565217391297,0.0369565217391304,-0.032608695652174,0.0369565217391304,0.010869565217391297,0.0369565217391304,-0.032608695652174,0.0369565217391304
2003/s/2003/90/107:3,-0.011363636363636409,0.015151515151515194,0.005952380952380876,0.023809523809523808,-0.011363636363636409,0.015151515151515194,-0.041666666666666685,-0.0416666666666666
2010/s/prst/2010/25/782:1,0.027536231884057905,0.0444444444444444,0.01618871415356149,0.0212765957446808,0.027536231884057905,0.0444444444444444,0.01618871415356149,0.0212765957446808
2000/s/2000/1190/73:1,-0.005200945626477604,0.006619385342789608,-0.005200945626477604,0.006619385342789608,-0.005200945626477604,0.006619385342789608,-0.027423167848699803,-0.015602836879432591
2011/s/2011/245/55:3,-0.00952380952380949,-0.012380952380952399,-0.00952380952380949,-0.012380952380952399,-0.00952380952380949,-0.012380952380952399,0.01904761904761909,-0.0136796536796537
2006/s/2006/154/104:3,-0.0011520737327189168,0.0069124423963134035,-0.041330645161290314,0.029233870967742007,-0.0011520737327189168,0.0069124423963134035,-0.032258064516129004,0.0
2005/s/2005/60/183:3,0.01134429948950652,0.005672149744753302,0.035734543391945595,-0.018718094157685702,0.01134429948950652,0.005672149744753302,-0.09619450317124739,-0.09355179704016911
2014/s/2014/740/53:1,0.03807051698031577,0.0021630975556996973,0.032329988851728,0.019843924191750295,0.03807051698031577,0.0170884706900281,0.032329988851728,0.004459308807134896
2006/s/2006/822/44:1,-0.07792207792207789,0.049783549783549805,-0.11363636363636359,0.054545454545454605,-0.07792207792207789,0.049783549783549805,-0.07792207792207789,0.049783549783549805
2014/s/2014/943/6:2,0.08665354976225614,0.06755205771437939,0.09362041467304622,0.07910685805422651,0.08665354976225614,0.06755205771437939,-0.011002081474873582,-0.03137079988105851
2014/s/res/2160__2014_/79:1,0.01754385964912278,-0.0350877192982456,0.04338118022328549,-0.015629984051036695,0.02130325814536338,-0.0344611528822055,-0.009649122807017518,-0.0701754385964912
2009/s/2009/170/31:1,0.04481589147286813,0.0232558139534883,0.021176739926739907,0.0109890109890109,0.04481589147286813,0.0232558139534883,0.05278558052434451,0.0112359550561797
2010/s/2010/52/43:1,0.041666666666666685,-0.026923076923076897,0.008130081300812997,-0.052532833020637895,0.041666666666666685,-0.026923076923076897,0.041666666666666685,-0.026923076923076897
2005/s/2005/60/681:6,0.05594405594405588,-0.0944055944055944,0.1013986013986014,-0.003496503496503489,0.05594405594405588,-0.0944055944055944,0.010489510489510467,-0.0489510489510489
2000/s/2000/1190/94:1,0.027472527472527486,0.002747252747252703,0.027472527472527486,0.002747252747252703,0.027472527472527486,0.002747252747252703,0.027472527472527486,0.002747252747252703
2005/s/2005/699/316:1,0.124223602484472,-0.0393374741200828,0.07660455486542439,-0.0393374741200828,0.124223602484472,-0.0393374741200828,0.124223602484472,-0.0393374741200828
2014/s/2014/943/36:2,-0.007843137254901933,-0.0516339869281046,-0.02528735632183901,-0.041762452107279704,-0.019607843137254916,-0.06339869281045751,-0.028030303030303017,-0.0426767676767677
2005/s/2005/686/29:1,0.05711206896551718,-0.0280172413793104,0.05711206896551718,0.040948275862068895,0.05711206896551718,0.07543103448275859,0.10383064516129031,0.034274193548387094
2005/s/2005/60/254:1,0.06187766714082499,0.031294452347084,0.05263157894736836,0.02631578947368421,0.06187766714082499,0.031294452347084,0.02631578947368418,0.02631578947368421
2008/s/2008/379/226:7,0.013333333333333308,0.0033333333333332993,0.027826086956521667,-0.0365217391304348,0.0,0.0,0.013333333333333308,0.0033333333333332993
