id,ar_noun_counts,ar_verb_counts,ar_lemma_counts,en_ar_DEEP_noun_counts,en_ar_DEEP_verb_counts,en_ar_DEEP_lemma_counts,en_ar_DEEPL_noun_counts,en_ar_DEEPL_verb_counts,en_ar_DEEPL_lemma_counts,en_ar_GOOGLE_noun_counts,en_ar_GOOGLE_verb_counts,en_ar_GOOGLE_lemma_counts,en_ar_TRANSFORMERS_noun_counts,en_ar_TRANSFORMERS_verb_counts,en_ar_TRANSFORMERS_lemma_counts
2014/s/2014/740/8:3,8,2,41,5,3,32,6.0,3.0,32.0,5,3,33,2.0,4.0,36.0
2005/s/2005/60/491:1,4,3,18,4,2,18,2.0,3.0,19.0,4,2,18,4.0,2.0,16.0
2004/s/2004/384/95:3,1,3,14,3,3,18,2.0,3.0,16.0,3,3,18,3.0,2.0,15.0
2014/s/2014/905/77:1,11,4,46,11,4,44,11.0,4.0,41.0,10,4,44,11.0,4.0,41.0
2005/s/2005/60/642:2,2,4,16,4,2,18,4.0,4.0,21.0,4,2,18,2.0,2.0,17.0
2014/s/res/2170__2014_/24:1,6,2,33,5,2,29,6.0,2.0,32.0,5,2,29,6.0,3.0,35.0
2014/s/2014/9/52:7,6,1,17,7,0,22,6.0,0.0,17.0,7,0,22,5.0,1.0,18.0
2014/s/prst/2014/3/789:2,14,5,58,15,4,56,14.0,5.0,56.0,15,4,56,17.0,4.0,55.0
2013/s/2013/769/447:1,3,1,17,2,1,12,3.0,1.0,12.0,2,1,13,4.0,1.0,13.0
2005/s/2005/636/493:1,3,2,19,2,3,18,3.0,3.0,21.0,5,1,20,2.0,2.0,16.0
2014/s/2014/276/175:1,6,0,39,3,2,39,2.0,2.0,36.0,3,2,39,2.0,1.0,40.0
2003/s/prst/2003/27/41:1,8,0,41,9,0,43,8.0,0.0,42.0,8,0,43,8.0,0.0,44.0
2009/s/2009/289/54:3,5,1,20,3,1,21,3.0,1.0,21.0,3,1,21,5.0,1.0,21.0
2005/s/2005/636/37:1,5,4,33,8,1,30,8.0,1.0,29.0,9,1,29,8.0,1.0,29.0
2011/s/2013/467/62:2,6,7,28,4,5,29,3.0,2.0,28.0,4,5,29,4.0,4.0,28.0
2005/s/2005/673/30:3,5,2,39,6,2,31,5.0,2.0,32.0,6,2,31,5.0,1.0,37.0
2000/s/2000/1198/28:1,4,1,18,4,1,20,4.0,1.0,17.0,4,1,20,3.0,1.0,20.0
2005/s/2005/60/469:6,1,2,15,1,2,14,2.0,2.0,15.0,1,2,14,2.0,2.0,14.0
2007/s/2007/229/35:1,12,2,46,12,5,45,11.0,4.0,43.0,12,5,45,11.0,4.0,47.0
2014/s/2014/9/53:3,8,1,30,8,1,26,7.0,1.0,25.0,8,1,26,8.0,1.0,26.0
2014/s/2014/41/63:2,3,2,19,4,2,19,3.0,1.0,19.0,4,2,19,4.0,1.0,18.0
2004/s/2004/384/140:2,3,2,22,3,3,27,2.0,3.0,25.0,3,3,27,3.0,3.0,25.0
2014/s/2014/41/105:3,4,1,27,3,1,29,3.0,1.0,28.0,3,1,29,4.0,1.0,30.0
2014/s/2014/73/103:6,2,2,22,1,4,21,1.0,4.0,22.0,1,4,21,1.0,4.0,21.0
2014/s/2014/945/34:1,11,7,62,12,7,63,13.0,6.0,62.0,12,7,63,13.0,6.0,59.0
2008/s/2008/258/21:3,9,3,29,8,3,28,7.0,3.0,26.0,8,3,28,8.0,3.0,28.0
2011/s/2011/463/266:5,2,4,22,2,4,20,2.0,4.0,20.0,2,4,20,2.0,4.0,20.0
2014/s/2014/923/19:4,8,2,34,8,2,33,8.0,2.0,33.0,8,2,33,7.0,2.0,32.0
2005/s/res/1624_2005_/9:1,8,8,49,8,8,44,9.0,7.0,46.0,8,8,45,8.0,6.0,47.0
2014/s/2014/902/95:1,4,1,26,3,2,28,2.0,2.0,29.0,2,2,29,2.0,2.0,27.0
2005/s/2005/60/425:2,6,2,23,6,3,23,6.0,1.0,23.0,6,3,23,6.0,2.0,23.0
2005/s/2005/60/642:3,7,2,23,6,3,24,6.0,3.0,23.0,6,3,24,6.0,3.0,21.0
2005/s/2005/698/24:2,2,4,32,2,3,29,2.0,2.0,29.0,2,3,30,3.0,5.0,28.0
2006/s/2006/822/132:3,5,4,37,5,4,33,4.0,3.0,36.0,5,4,33,5.0,3.0,34.0
2005/s/prst/2005/34/4:2,2,2,23,1,1,23,2.0,1.0,23.0,3,1,23,3.0,1.0,23.0
2005/s/2005/572/236:1,8,8,48,9,1,40,8.0,3.0,44.0,9,1,39,10.0,1.0,41.0
2011/s/2013/467/134:4,4,3,21,3,3,21,4.0,3.0,21.0,3,3,21,3.0,3.0,18.0
2005/s/2005/800/38:1,8,3,47,8,2,48,8.0,2.0,48.0,8,2,48,8.0,2.0,50.0
2012/s/prst/2012/24/16:1,21,7,92,18,8,87,19.0,6.0,88.0,18,8,88,18.0,8.0,85.0
2008/s/2008/16/28:1,5,1,24,5,2,24,5.0,1.0,23.0,5,2,24,4.0,2.0,23.0
2012/s/2012/373/601:1,1,0,13,1,0,13,2.0,0.0,12.0,1,0,13,1.0,0.0,13.0
2005/s/2005/645/7:6,5,2,21,5,2,22,5.0,2.0,22.0,5,2,22,5.0,2.0,22.0
2005/s/2005/60/952:4,5,1,20,3,1,21,3.0,1.0,20.0,3,1,21,4.0,1.0,21.0
2005/s/2005/686/24:1,47,12,97,43,11,93,41.0,14.0,93.0,43,11,93,43.0,17.0,99.0
2005/s/2005/695/2:2,7,3,49,6,3,46,8.0,2.0,48.0,6,3,46,6.0,2.0,46.0
2014/s/2014/731/15:5,7,2,31,4,4,31,8.0,2.0,31.0,4,4,31,6.0,2.0,34.0
2006/s/2006/822/51:2,1,2,10,1,0,8,0.0,2.0,8.0,1,0,8,0.0,2.0,8.0
2005/s/2005/631/30:4,7,2,17,6,1,18,6.0,2.0,19.0,6,1,18,8.0,1.0,18.0
2013/s/2013/264/18:2,3,2,31,3,1,25,3.0,1.0,26.0,3,1,25,3.0,1.0,25.0
2011/s/res/1988_2011_/17:1,8,3,52,5,5,49,4.0,6.0,50.0,5,5,49,6.0,3.0,50.0
2008/s/2008/379/46:3,1,1,19,1,1,16,3.0,1.0,15.0,1,1,16,1.0,1.0,14.0
2005/s/2005/636/410:1,8,1,24,9,1,22,8.0,1.0,22.0,9,1,22,7.0,1.0,19.0
2008/s/2008/25/53:1,8,3,36,10,2,35,8.0,3.0,33.0,10,2,35,8.0,3.0,36.0
2014/s/2014/740/8:5,5,2,20,5,2,22,5.0,2.0,22.0,5,2,22,5.0,1.0,22.0
2011/s/2011/463/200:3,5,2,19,4,1,22,4.0,1.0,22.0,4,1,22,4.0,1.0,20.0
2005/s/res/1624_2005_/5:1,7,4,40,6,7,41,6.0,7.0,40.0,6,7,41,6.0,6.0,37.0
2005/s/2005/60/827:5,6,2,39,5,2,41,5.0,2.0,42.0,5,2,41,4.0,3.0,40.0
2005/s/2005/60/903:1,3,4,26,3,4,22,3.0,4.0,22.0,3,4,22,3.0,4.0,23.0
2010/s/prst/2010/25/430:1,15,4,55,13,3,53,13.0,1.0,51.0,13,3,53,12.0,2.0,52.0
2006/s/2006/154/93:3,5,7,38,6,4,41,6.0,4.0,41.0,6,7,43,4.0,7.0,43.0
2005/s/2005/60/554:6,4,4,28,4,3,29,4.0,2.0,27.0,4,3,29,4.0,2.0,27.0
2010/s/prst/2010/25/202:1,7,0,17,7,0,16,7.0,0.0,16.0,8,0,19,6.0,0.0,15.0
2000/s/2000/1196/38:1,9,1,26,9,2,28,9.0,2.0,30.0,9,2,28,10.0,2.0,31.0
2009/s/prst/2009/13/6:1,4,2,23,3,2,23,3.0,2.0,23.0,4,2,24,3.0,2.0,23.0
2004/s/2004/384/51:2,6,3,30,5,3,26,6.0,4.0,29.0,5,3,26,6.0,2.0,27.0
2014/s/2014/740/23:5,8,3,21,8,2,23,8.0,2.0,20.0,8,2,23,7.0,2.0,20.0
2010/s/2010/528/78:1,2,1,21,2,1,20,2.0,1.0,19.0,2,1,20,2.0,1.0,20.0
2010/s/2010/497/3:1,6,2,41,7,0,40,6.0,3.0,39.0,7,0,40,6.0,3.0,39.0
2014/s/2014/869/20:2,8,3,36,5,3,36,8.0,2.0,36.0,5,3,36,8.0,2.0,38.0
2011/s/2011/294/2:2,2,1,24,3,1,20,2.0,1.0,20.0,3,1,20,3.0,1.0,20.0
2005/s/2005/60/135:1,8,1,26,4,2,23,5.0,1.0,20.0,3,2,22,5.0,1.0,21.0
2009/s/prst/2009/1/257:1,9,3,57,8,3,53,8.0,3.0,56.0,7,3,55,9.0,3.0,56.0
2014/s/2014/945/39:3,4,1,22,5,1,23,5.0,1.0,23.0,5,1,23,5.0,1.0,22.0
2012/s/2012/373/242:1,2,0,9,2,0,9,2.0,0.0,9.0,2,0,9,1.0,0.0,9.0
2009/s/2009/389/9:1,1,0,5,1,0,5,1.0,0.0,5.0,1,0,5,1.0,0.0,2.0
2005/s/2005/635/120:2,2,3,16,0,2,12,1.0,1.0,10.0,0,2,12,0.0,1.0,11.0
2013/s/2013/327/52:1,13,4,50,11,4,55,13.0,4.0,54.0,11,4,57,13.0,4.0,57.0
2005/s/2005/631/50:1,4,1,18,4,1,19,4.0,2.0,18.0,4,1,19,4.0,1.0,19.0
2005/s/2005/656/12:1,14,7,80,14,5,77,13.0,7.0,79.0,14,5,78,12.0,7.0,74.0
2005/s/2005/60/426:5,5,3,37,7,3,33,7.0,4.0,35.0,7,3,33,6.0,4.0,36.0
1999/s/prst/1999/6/20:2,3,4,33,5,4,28,5.0,4.0,28.0,5,4,28,5.0,4.0,29.0
2005/s/2005/662/482:6,9,6,28,7,3,25,7.0,3.0,25.0,7,3,25,7.0,2.0,22.0
2005/s/2005/572/207:1,12,3,52,9,3,40,8.0,4.0,38.0,9,3,40,8.0,4.0,35.0
2010/s/2010/522/39:1,1,1,29,1,1,26,1.0,1.0,26.0,1,1,26,2.0,1.0,28.0
2006/s/2006/822/155:5,5,1,26,4,1,24,3.0,1.0,29.0,4,1,24,4.0,1.0,26.0
2006/s/2006/822/190:5,0,0,8,0,0,9,0.0,0.0,9.0,0,0,9,0.0,0.0,8.0
2012/s/2012/249/6:1,4,1,30,3,1,26,4.0,2.0,25.0,3,1,26,3.0,3.0,30.0
2014/s/2014/945/77:2,14,5,72,13,5,71,14.0,4.0,68.0,13,5,71,14.0,4.0,68.0
2005/s/2005/572/92:1,8,3,60,7,3,58,7.0,3.0,62.0,7,3,59,6.0,3.0,59.0
2005/s/2005/60/395:4,2,1,23,1,2,21,1.0,1.0,22.0,1,1,20,2.0,3.0,21.0
2008/s/2008/258/96:2,1,1,16,1,1,16,1.0,1.0,15.0,1,1,16,1.0,1.0,16.0
2014/s/2014/419/27:1,4,1,19,2,1,16,2.0,0.0,13.0,2,1,16,3.0,1.0,16.0
2014/s/2014/740/75:4,5,4,36,7,4,35,7.0,4.0,35.0,7,4,35,6.0,3.0,35.0
2012/s/2012/16/162:5,5,1,16,5,2,22,6.0,2.0,22.0,5,2,22,3.0,2.0,18.0
2014/s/2014/935/39:6,2,2,17,2,1,13,2.0,3.0,14.0,2,1,13,2.0,1.0,15.0
2014/s/2014/9/11:1,6,2,23,6,2,23,6.0,1.0,22.0,6,2,23,6.0,1.0,21.0
2005/s/2005/60/322:1,6,0,15,6,0,15,7.0,0.0,12.0,6,0,15,7.0,0.0,14.0
2006/s/2006/822/156:5,4,3,23,3,2,20,5.0,2.0,22.0,3,2,20,4.0,2.0,19.0
2008/s/res/1805_2008_/15:1,9,1,35,11,1,34,11.0,1.0,33.0,11,1,34,9.0,1.0,33.0
2010/s/res/1963_2010_/27:1,14,4,68,17,4,69,15.0,4.0,67.0,17,4,69,15.0,6.0,67.0
2006/s/2006/822/282:4,2,1,14,2,2,16,4.0,2.0,18.0,2,2,16,2.0,2.0,20.0
2006/s/2006/154/254:2,1,1,8,1,1,6,1.0,1.0,9.0,1,1,6,1.0,1.0,6.0
2011/s/2011/689/22:1,3,2,29,3,5,32,3.0,5.0,32.0,3,3,32,4.0,5.0,31.0
2010/s/2010/497/109:3,7,3,37,6,4,38,6.0,5.0,36.0,6,4,38,8.0,4.0,36.0
2014/s/2014/902/78:1,6,3,28,5,2,31,5.0,2.0,31.0,5,2,31,3.0,3.0,26.0
2014/s/prst/2014/3/94:1,3,1,21,3,1,20,3.0,1.0,20.0,3,1,20,3.0,1.0,21.0
2005/s/2005/68/37:3,4,2,30,4,1,25,3.0,1.0,25.0,4,1,25,4.0,1.0,26.0
2005/s/2005/572/132:4,1,3,22,1,2,18,1.0,3.0,18.0,1,2,18,1.0,2.0,16.0
2005/s/2005/636/726:1,5,2,36,7,1,35,8.0,1.0,34.0,7,1,35,8.0,1.0,39.0
2014/s/prst/2014/23/40:1,22,7,87,23,3,85,24.0,5.0,90.0,23,3,86,20.0,5.0,85.0
2006/s/res/1674_2006_/20:1,17,9,74,12,11,71,13.0,15.0,72.0,12,12,72,12.0,13.0,75.0
2007/s/2007/677/159:3,2,4,30,3,2,27,3.0,2.0,28.0,3,2,27,4.0,3.0,30.0
2011/s/2011/373/7:1,8,4,46,8,3,41,7.0,3.0,41.0,8,3,41,8.0,3.0,42.0
2011/s/res/1989_2011_/60:1,22,13,71,28,17,78,27.0,14.0,71.0,28,17,78,26.0,15.0,75.0
2014/s/2014/41/101:2,4,2,22,5,1,20,7.0,1.0,22.0,6,1,20,5.0,1.0,20.0
2000/s/2000/596/55:1,0,1,21,0,1,20,1.0,1.0,18.0,0,1,20,1.0,1.0,19.0
2003/s/2003/90/55:2,7,1,34,7,1,33,10.0,1.0,32.0,7,1,33,6.0,1.0,33.0
2000/s/2000/1196/80:1,1,3,29,2,3,29,2.0,3.0,26.0,1,3,28,2.0,3.0,27.0
2014/s/2014/935/152:1,6,3,35,5,3,32,5.0,3.0,32.0,5,3,32,6.0,3.0,34.0
2005/s/2005/6/14:7,9,4,39,7,4,39,7.0,3.0,38.0,7,4,39,6.0,4.0,39.0
2006/s/2006/154/119:2,8,6,37,8,6,37,7.0,7.0,34.0,8,6,37,6.0,6.0,36.0
2007/s/2007/677/90:2,2,1,17,1,1,16,1.0,2.0,18.0,1,1,16,2.0,1.0,17.0
2005/s/2005/673/80:1,8,2,33,6,2,30,6.0,2.0,28.0,6,2,30,5.0,2.0,25.0
2003/s/2003/216/29:2,5,6,31,3,4,28,3.0,3.0,29.0,3,4,28,3.0,5.0,28.0
2005/s/2005/634/18:2,2,1,21,4,4,23,5.0,4.0,25.0,4,4,23,5.0,3.0,22.0
2005/s/2005/60/851:1,4,3,36,4,3,29,3.0,3.0,27.0,3,3,29,3.0,2.0,30.0
2011/s/2011/463/163:1,1,1,13,1,0,10,1.0,1.0,10.0,1,0,10,1.0,1.0,11.0
2005/s/2005/60/14:3,1,1,14,1,1,15,1.0,1.0,14.0,1,1,14,1.0,1.0,14.0
2009/s/prst/2009/1/3:1,6,3,28,6,3,30,6.0,3.0,30.0,6,3,31,6.0,3.0,30.0
2013/s/prst/2013/11/17:1,11,3,51,13,4,56,11.0,3.0,51.0,13,4,57,11.0,4.0,51.0
2003/s/2003/191/46:1,13,0,42,11,0,41,10.0,0.0,40.0,11,0,41,9.0,0.0,36.0
2008/s/2008/324/69:1,3,0,19,3,0,19,3.0,0.0,20.0,3,0,19,3.0,0.0,19.0
2010/s/res/1963_2010_/12:1,9,2,43,10,2,40,9.0,2.0,40.0,10,2,40,11.0,1.0,40.0
2011/s/2011/298/81:6,8,2,29,9,1,34,7.0,1.0,27.0,7,1,26,7.0,1.0,28.0
2010/s/prst/2010/10/17:1,4,3,55,6,2,52,6.0,4.0,53.0,6,5,57,6.0,2.0,51.0
2007/s/prst/2007/43/6:1,6,1,26,6,1,27,6.0,1.0,27.0,6,1,28,6.0,1.0,27.0
2011/s/2011/245/52:4,6,3,34,8,2,31,7.0,3.0,32.0,8,2,31,6.0,3.0,32.0
2005/s/2005/60/356:2,3,2,19,2,3,22,2.0,3.0,21.0,2,3,22,2.0,3.0,24.0
2006/s/2006/154/105:1,8,4,59,11,3,69,11.0,2.0,63.0,11,3,69,11.0,3.0,66.0
2005/s/2005/68/10:1,4,4,44,5,2,44,4.0,3.0,42.0,5,2,45,4.0,2.0,43.0
2005/s/2005/657/23:3,5,2,31,3,1,33,5.0,2.0,34.0,3,1,33,5.0,1.0,33.0
2014/s/2014/943/23:1,10,11,68,14,9,67,17.0,11.0,70.0,14,10,67,16.0,10.0,76.0
2005/s/2005/662/293:2,5,3,33,3,2,32,7.0,2.0,31.0,3,2,32,5.0,3.0,31.0
2008/s/2008/801/26:1,4,1,26,3,1,24,3.0,1.0,23.0,3,1,24,3.0,1.0,25.0
2012/s/2012/161/197:1,0,0,16,0,0,12,0.0,0.0,15.0,0,0,15,1.0,0.0,15.0
2009/s/res/1894_2009_/67:1,14,7,51,18,4,52,16.0,3.0,48.0,18,4,52,15.0,3.0,50.0
2005/s/2005/636/207:1,8,2,37,11,0,32,8.0,0.0,31.0,11,0,32,8.0,1.0,27.0
2008/s/2008/324/135:1,2,4,29,4,3,26,4.0,3.0,25.0,4,3,26,4.0,3.0,25.0
2013/s/2013/769/328:1,2,0,6,2,0,5,2.0,0.0,5.0,2,0,5,2.0,0.0,6.0
2012/s/2012/373/686:1,4,5,26,5,4,22,4.0,5.0,26.0,5,4,22,5.0,4.0,24.0
2004/s/prst/2004/39/10:1,8,2,27,8,2,26,8.0,2.0,26.0,8,2,27,8.0,2.0,26.0
2014/s/2014/869/33:1,3,1,9,2,0,6,2.0,0.0,7.0,2,0,6,2.0,0.0,7.0
2005/s/2005/761/138:1,7,3,33,8,1,30,6.0,2.0,30.0,6,2,30,6.0,2.0,29.0
2005/s/2005/60/166:2,0,3,21,0,3,23,0.0,2.0,18.0,0,3,18,0.0,3.0,20.0
2006/s/2006/822/341:1,3,4,33,2,3,25,3.0,2.0,27.0,2,3,25,3.0,2.0,27.0
2006/s/2006/154/284:4,1,1,13,1,1,14,1.0,0.0,12.0,1,1,14,1.0,1.0,13.0
2005/s/2005/61/218:1,6,2,51,6,5,51,6.0,5.0,55.0,6,5,51,7.0,5.0,52.0
2010/s/2010/462/7:1,1,1,8,1,0,7,1.0,0.0,7.0,1,0,7,2.0,0.0,7.0
2005/s/2005/60/210:3,5,2,21,4,2,20,5.0,2.0,21.0,4,2,20,4.0,3.0,23.0
2010/s/2010/529/84:1,7,1,35,6,1,31,6.0,1.0,29.0,6,1,31,6.0,1.0,27.0
2005/s/2005/60/602:2,3,3,34,5,1,25,5.0,2.0,31.0,5,1,25,4.0,2.0,30.0
2006/s/2006/822/234:2,7,1,21,7,2,18,7.0,2.0,16.0,7,2,18,6.0,2.0,17.0
2005/s/2005/67/22:2,1,4,29,1,2,28,2.0,3.0,29.0,1,2,28,1.0,3.0,27.0
2010/s/2010/522/35:4,6,1,20,5,0,18,5.0,1.0,25.0,5,0,18,5.0,0.0,18.0
2005/s/2005/631/10:3,8,5,30,6,4,33,6.0,4.0,32.0,6,4,33,6.0,5.0,33.0
2012/s/prst/2012/28/12:1,6,8,56,6,6,58,9.0,3.0,55.0,6,6,59,6.0,6.0,54.0
2008/s/2008/251/68:3,6,7,45,5,5,42,6.0,4.0,42.0,6,6,44,6.0,4.0,41.0
2000/s/2000/1198/37:2,1,2,17,1,2,18,0.0,2.0,17.0,1,2,18,0.0,2.0,17.0
2014/s/2014/74/23:3,9,3,38,9,2,35,9.0,2.0,34.0,9,2,35,11.0,2.0,32.0
2014/s/2014/929/99:2,10,4,31,10,3,28,10.0,3.0,31.0,10,3,28,9.0,4.0,31.0
2005/s/2005/673/70:2,3,3,29,3,2,27,3.0,2.0,29.0,2,3,27,3.0,3.0,30.0
2005/s/2005/663/70:5,4,1,32,4,1,29,3.0,1.0,28.0,4,1,29,4.0,1.0,28.0
2014/s/2014/74/19:5,10,7,42,8,4,44,9.0,5.0,45.0,8,4,44,9.0,4.0,43.0
2005/s/2005/68/19:6,4,3,29,4,4,26,2.0,4.0,26.0,4,4,26,2.0,4.0,26.0
2005/s/2005/60/577:6,1,4,9,1,3,7,1.0,3.0,7.0,1,3,7,0.0,3.0,6.0
2014/s/2014/99/29:1,8,2,45,9,1,51,11.0,1.0,50.0,9,1,51,8.0,1.0,44.0
2014/s/2014/923/11:2,13,4,58,11,3,51,11.0,4.0,51.0,11,3,51,12.0,2.0,54.0
2008/s/2008/251/77:1,3,2,37,2,2,36,3.0,2.0,33.0,2,2,36,3.0,2.0,36.0
2011/s/2011/245/82:1,14,6,54,11,7,49,11.0,7.0,48.0,11,7,49,11.0,8.0,51.0
2012/s/2012/797/45:1,5,5,54,4,5,46,4.0,5.0,46.0,4,5,46,4.0,4.0,48.0
2005/s/2005/636/575:1,3,0,12,1,0,10,2.0,0.0,9.0,1,0,10,3.0,0.0,10.0
2007/s/prst/2007/47/5:1,6,2,24,6,1,22,6.0,1.0,22.0,6,1,23,5.0,1.0,21.0
2009/s/prst/2009/1/290:1,20,3,55,13,3,47,14.0,3.0,47.0,13,3,49,12.0,3.0,45.0
2005/s/2005/60/607:2,6,5,31,5,3,26,6.0,3.0,25.0,5,3,26,3.0,2.0,25.0
2011/s/2011/463/430:3,7,2,27,6,1,24,5.0,2.0,26.0,6,1,24,5.0,1.0,25.0
2005/s/2005/635/79:4,3,4,13,3,4,14,3.0,4.0,14.0,3,4,14,3.0,3.0,13.0
2008/s/2008/259/12:1,1,0,6,1,0,6,2.0,0.0,7.0,1,0,6,1.0,0.0,6.0
2011/s/2011/463/435:4,4,4,24,4,3,20,4.0,3.0,20.0,4,3,20,4.0,3.0,21.0
2005/s/2005/60/780:2,7,7,39,6,7,37,6.0,6.0,36.0,6,7,37,6.0,6.0,36.0
2005/s/2005/603/67:1,5,3,37,9,3,39,8.0,3.0,33.0,6,3,34,5.0,2.0,33.0
2005/s/2005/60/191:5,2,1,17,2,1,18,2.0,1.0,17.0,2,1,18,2.0,1.0,17.0
2005/s/2005/60/185:3,4,4,27,3,3,27,3.0,2.0,27.0,3,2,26,3.0,2.0,27.0
2011/s/2011/463/454:4,8,3,53,11,3,54,11.0,3.0,53.0,10,3,54,11.0,3.0,49.0
2005/s/2005/636/387:1,6,0,26,7,0,24,6.0,0.0,24.0,7,0,24,6.0,1.0,25.0
2008/s/2008/80/58:1,4,0,24,4,0,22,4.0,0.0,22.0,4,0,22,3.0,0.0,23.0
2005/s/2005/60/466:1,5,3,19,4,2,21,4.0,3.0,20.0,4,2,21,4.0,3.0,21.0
2005/s/2005/668/2:1,2,2,17,2,4,19,1.0,2.0,20.0,2,4,19,2.0,3.0,17.0
2005/s/2005/60/787:1,6,0,21,3,0,17,1.0,0.0,17.0,3,0,17,2.0,1.0,18.0
2005/s/2005/60/567:2,4,2,38,3,2,38,3.0,4.0,38.0,3,2,38,3.0,3.0,35.0
2008/s/2008/258/96:3,2,2,29,4,1,27,3.0,1.0,28.0,4,1,27,3.0,1.0,31.0
2005/s/2005/60/746:1,6,2,41,7,1,39,5.0,2.0,38.0,7,1,39,6.0,1.0,39.0
2008/s/2008/259/14:3,9,6,56,7,5,55,7.0,5.0,49.0,7,5,56,7.0,5.0,52.0
2010/s/prst/2010/25/689:1,4,0,28,3,0,27,3.0,0.0,29.0,3,0,27,3.0,0.0,26.0
2011/s/2013/467/129:5,4,1,35,4,2,40,4.0,2.0,37.0,4,2,40,2.0,3.0,37.0
2011/s/2011/463/482:3,2,1,22,4,2,23,5.0,2.0,25.0,4,2,23,4.0,2.0,22.0
2010/s/2010/522/64:1,3,1,11,3,1,11,3.0,1.0,10.0,3,1,11,3.0,1.0,11.0
2010/s/2010/497/71:4,1,1,12,1,1,11,2.0,1.0,11.0,1,1,11,1.0,1.0,11.0
2014/s/2014/648/12:1,2,3,17,1,3,13,1.0,3.0,13.0,1,3,13,1.0,3.0,13.0
2005/s/2005/61/196:1,7,4,31,8,4,31,5.0,4.0,26.0,8,4,31,7.0,3.0,32.0
2009/s/prst/2009/1/27:1,5,2,35,7,2,33,5.0,1.0,33.0,5,2,35,5.0,3.0,33.0
2005/s/2005/673/18:3,8,2,35,10,1,33,10.0,1.0,34.0,10,1,33,10.0,1.0,33.0
2005/s/2005/60/433:1,6,2,19,5,2,18,4.0,2.0,19.0,5,2,18,5.0,3.0,19.0
2005/s/2005/61/224:1,2,2,23,4,0,24,3.0,0.0,22.0,4,0,24,4.0,1.0,22.0
2005/s/2005/572/204:1,4,2,30,5,2,25,5.0,2.0,25.0,5,2,25,5.0,2.0,27.0
2005/s/2005/572/254:6,3,1,35,5,1,36,5.0,1.0,36.0,5,1,36,6.0,1.0,37.0
2005/s/2005/650/8:4,4,4,26,1,3,24,2.0,2.0,24.0,1,3,24,3.0,4.0,25.0
2005/s/2005/572/169:1,8,5,60,13,1,59,11.0,1.0,55.0,13,1,59,10.0,3.0,59.0
2010/s/2010/528/49:1,3,1,34,4,1,37,3.0,1.0,38.0,4,1,37,4.0,1.0,36.0
2005/s/2005/60/951:1,9,4,53,9,2,50,9.0,2.0,49.0,9,2,50,9.0,2.0,54.0
2001/s/res/1363_2001_/20:1,12,7,56,12,7,53,12.0,10.0,55.0,12,7,53,11.0,8.0,53.0
2005/s/2005/636/295:1,2,0,20,1,0,18,3.0,0.0,19.0,1,0,19,3.0,0.0,20.0
2012/s/res/2082__2012_/35:1,7,2,28,7,2,27,7.0,2.0,28.0,7,2,28,6.0,2.0,29.0
2011/s/2011/463/447:3,8,1,43,8,1,42,8.0,1.0,43.0,8,1,42,8.0,1.0,41.0
2014/s/2014/943/45:1,7,4,46,6,3,45,7.0,4.0,46.0,6,3,45,6.0,3.0,47.0
2011/s/2011/525/17:2,0,4,26,4,4,29,1.0,4.0,26.0,4,4,29,1.0,4.0,28.0
2013/s/2013/769/368:1,1,0,10,1,0,10,1.0,0.0,10.0,1,0,10,1.0,0.0,10.0
2007/s/2007/677/65:2,3,3,24,3,3,26,3.0,2.0,23.0,3,3,26,4.0,2.0,21.0
2005/s/2005/688/28:2,2,3,32,1,6,32,1.0,5.0,34.0,1,6,32,1.0,7.0,33.0
2011/s/2011/245/68:2,8,5,41,5,5,42,5.0,5.0,44.0,6,7,49,5.0,5.0,45.0
2006/s/2006/822/126:4,4,3,39,4,4,39,4.0,4.0,42.0,4,4,39,2.0,3.0,30.0
2005/s/2005/60/205:6,1,2,25,2,3,26,2.0,3.0,25.0,2,3,26,2.0,3.0,25.0
2005/s/2005/60/493:3,1,0,13,1,0,13,1.0,1.0,13.0,1,0,13,0.0,0.0,12.0
2008/s/2008/379/148:1,3,2,13,3,1,14,3.0,1.0,11.0,3,1,14,3.0,1.0,11.0
2005/s/2005/689/13:1,5,3,28,6,2,27,6.0,2.0,24.0,6,2,27,6.0,2.0,25.0
2005/s/2005/60/470:2,1,3,12,1,2,14,1.0,1.0,13.0,1,2,14,1.0,2.0,13.0
2014/s/2014/943/72:1,2,0,8,2,0,6,2.0,0.0,6.0,2,0,6,2.0,1.0,7.0
2013/s/prst/2013/11/4:2,6,1,35,7,1,34,6.0,1.0,35.0,6,1,34,6.0,1.0,34.0
2005/s/2005/636/730:1,4,0,15,4,0,16,6.0,0.0,19.0,4,0,16,4.0,0.0,14.0
2005/s/2005/60/167:4,6,1,31,6,1,32,6.0,1.0,30.0,6,1,31,7.0,2.0,33.0
2000/s/2000/1194/5:1,2,1,28,2,1,25,2.0,1.0,22.0,2,1,25,2.0,1.0,23.0
2000/s/2000/1196/97:2,1,2,13,2,2,16,2.0,2.0,15.0,2,2,15,2.0,2.0,13.0
2010/s/2010/462/2:1,2,3,27,3,3,27,3.0,3.0,28.0,3,3,27,3.0,3.0,28.0
2004/s/2004/384/89:3,6,5,41,7,7,40,7.0,6.0,42.0,7,7,41,6.0,4.0,39.0
