id,es_noun_counts,es_verb_counts,es_lemma_counts,en_es_DEEP_noun_counts,en_es_DEEP_verb_counts,en_es_DEEP_lemma_counts,en_es_DEEPL_noun_counts,en_es_DEEPL_verb_counts,en_es_DEEPL_lemma_counts,en_es_GOOGLE_noun_counts,en_es_GOOGLE_verb_counts,en_es_GOOGLE_lemma_counts,en_es_TRANSFORMERS_noun_counts,en_es_TRANSFORMERS_verb_counts,en_es_TRANSFORMERS_lemma_counts
2005/s/2005/572/91:5,10,2,27,4,3,21,4,3,21,4,3,21,8,3,24
2012/s/2012/24/41:1,14,6,55,13,4,51,14,4,54,14,4,53,13,4,52
2008/s/2008/379/257:2,12,5,31,12,9,36,10,7,33,12,9,36,14,9,32
2005/s/2005/60/513:2,17,4,47,18,4,42,18,4,42,18,4,42,17,4,43
2009/s/prst/2009/1/274:4,3,3,20,3,3,19,3,3,21,3,3,19,3,3,21
2005/s/2005/60/789:2,23,7,61,20,9,62,24,5,58,20,9,62,19,8,57
2012/s/2012/359/28:1,8,5,28,8,5,29,11,5,31,8,5,29,10,4,30
2003/s/res/1502_2003_/16:1,24,7,64,27,4,64,36,7,63,27,4,64,25,6,62
2012/s/prst/2012/24/19:1,8,2,26,6,2,30,8,2,29,6,2,31,8,2,25
2009/s/prst/2009/1/616:1,16,7,41,15,7,44,17,7,45,16,6,45,17,7,46
2010/s/prst/2010/25/398:1,9,5,47,12,4,50,14,4,51,12,4,50,11,4,49
2014/s/2014/957/35:4,11,6,34,11,5,35,11,5,34,11,5,34,11,5,34
2011/s/2011/463/249:9,10,1,30,9,1,28,9,1,28,9,1,28,9,1,28
2005/s/2005/635/19:5,4,0,15,4,0,16,4,0,16,4,0,16,4,0,16
2007/s/2007/677/99:4,10,6,39,9,5,36,9,6,38,9,5,36,9,6,38
2010/s/2010/528/39:2,5,4,33,6,4,28,7,4,29,6,4,28,3,4,30
2012/s/2012/373/327:1,19,12,50,18,13,48,19,13,49,18,13,48,20,12,48
2014/s/2014/9/104:1,11,3,43,10,2,41,9,2,41,10,2,41,11,2,42
2013/s/prst/2013/12/26:1,22,7,51,20,4,51,22,5,50,20,4,52,20,4,49
2011/s/res/1988_2011_/62:1,31,23,82,27,20,78,29,19,80,31,19,79,27,19,78
2014/s/2014/9/56:3,7,1,26,7,1,27,7,1,27,7,1,27,7,1,27
2005/s/2005/60/594:3,9,4,31,12,5,35,11,5,37,12,5,35,11,5,35
2014/s/2014/9/93:1,27,5,62,23,5,61,22,3,57,23,5,61,22,4,58
2005/s/2005/662/386:1,10,4,32,8,3,33,8,4,29,8,3,33,8,3,33
2014/s/2014/910/12:2,4,1,9,4,1,9,4,1,9,4,1,9,4,1,9
2008/s/2008/259/5:2,12,6,38,11,5,29,12,6,33,11,5,29,12,5,34
2014/s/2014/929/170:2,5,1,17,6,1,18,5,2,15,6,1,18,6,2,18
2012/s/2012/166/7:3,3,7,28,4,5,27,5,5,27,4,5,27,4,5,26
2005/s/2005/60/838:2,7,3,29,7,3,28,7,3,28,7,3,28,6,3,27
2009/s/prst/2009/1/249:1,8,3,30,9,1,28,9,1,28,9,1,28,9,1,27
2012/s/res/2082__2012_/20:1,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24
2005/s/2005/60/196:5,5,1,19,4,0,16,4,0,16,4,0,16,4,0,16
2009/s/2009/502/114:1,13,5,41,14,5,45,15,5,46,14,5,45,14,5,46
2006/s/2006/154/90:1,9,6,37,8,3,34,7,4,33,8,3,34,7,4,34
2014/s/2014/943/5:4,8,2,21,10,1,20,9,1,20,10,1,20,10,1,19
2009/s/prst/2009/1/590:1,14,3,33,21,3,42,21,3,44,20,3,39,17,3,40
2005/s/2005/634/27:5,12,5,39,12,6,40,12,6,40,12,6,39,12,6,39
2002/s/2002/685/56:3,6,3,37,5,3,33,5,3,31,5,3,32,7,3,33
2014/s/2014/869/49:2,12,5,44,10,5,40,10,4,39,10,5,40,10,5,42
2010/s/2010/529/80:1,12,4,34,9,4,31,9,4,30,9,4,31,7,4,32
2012/s/2012/244/45:1,7,2,30,6,1,24,7,1,25,6,1,24,8,0,25
2008/s/2008/800/64:1,19,5,47,12,4,45,12,4,45,12,4,45,15,4,46
2014/s/2014/944/8:1,10,1,43,9,1,40,9,1,39,9,1,40,10,1,41
2006/s/2006/822/224:4,11,3,36,8,3,30,8,3,31,8,3,30,8,3,31
2013/s/2013/792/61:3,14,5,38,13,5,39,14,5,42,15,4,41,14,5,42
2006/s/2006/822/147:1,3,1,17,3,1,17,3,1,17,3,1,17,3,1,16
2004/s/2004/614/26:5,7,1,27,5,1,22,5,2,24,5,1,22,6,1,23
2005/s/2005/629/9:2,8,2,24,5,2,20,5,2,20,5,2,20,5,2,20
2010/s/prst/2010/25/613:1,26,8,56,25,7,55,25,6,55,25,7,55,26,7,57
2005/s/2005/68/6:2,12,5,48,13,5,45,12,5,46,13,5,45,12,5,46
2004/s/res/1540_2004_/12:1,11,3,38,11,2,38,11,2,38,11,2,38,11,2,38
2008/s/2008/258/23:5,11,5,37,10,5,35,10,5,37,10,5,35,10,5,37
2005/s/2005/60/590:4,9,5,30,9,4,30,10,4,30,9,4,30,9,4,31
2005/s/2005/625/236:3,14,4,42,10,3,37,10,2,37,10,3,37,11,2,38
2014/s/2014/943/69:2,26,4,57,25,4,58,23,4,56,23,5,55,23,4,56
2005/s/2005/60/812:2,11,4,33,12,4,31,10,3,31,12,4,31,12,4,32
2014/s/2014/929/148:1,19,7,63,21,7,60,22,7,64,21,7,60,20,7,62
2011/s/2011/463/98:11,12,7,34,11,4,30,11,4,30,11,4,30,12,4,31
2005/s/2005/688/20:2,5,5,26,6,2,26,6,4,28,5,2,27,7,1,24
2014/s/2014/923/17:2,7,2,32,7,2,32,7,2,32,7,2,32,7,2,33
2014/s/prst/2014/3/619:1,3,0,11,3,0,11,3,0,11,3,0,11,3,0,11
2002/s/2002/685/92:2,15,5,52,17,4,51,17,4,51,17,4,51,17,4,50
2006/s/2006/822/249:3,7,3,23,8,2,24,7,2,24,8,2,24,8,2,24
2014/s/2014/935/126:4,12,4,40,10,5,38,10,5,40,10,5,38,9,5,40
2014/s/2014/233/39:1,25,10,65,25,4,57,24,5,56,25,4,57,26,5,58
2005/s/2005/662/276:1,1,3,13,1,2,15,1,2,13,1,2,15,1,2,13
2011/s/2011/245/9:1,17,5,46,12,2,40,15,4,43,12,2,40,16,4,43
2011/s/2011/463/203:3,14,2,29,10,2,31,9,2,30,10,2,31,11,2,27
2011/s/2011/223/62:1,17,8,58,19,7,61,20,6,61,19,7,61,19,7,59
2011/s/2013/467/88:2,7,2,20,5,5,22,3,1,14,5,5,22,4,3,21
2014/s/2014/905/71:1,7,3,45,7,3,42,17,3,44,7,3,42,9,3,41
2003/s/2003/191/19:1,8,3,24,7,2,22,6,2,20,7,2,22,7,3,25
2009/s/prst/2009/1/519:1,3,3,22,3,2,20,3,3,21,3,2,20,3,2,20
2008/s/2008/379/80:3,8,3,26,6,3,26,8,2,27,7,3,25,7,3,27
2013/s/prst/2013/12/22:2,31,2,45,30,3,49,27,6,46,28,3,49,30,3,46
2014/s/res/2161__2014_/160:1,12,4,32,10,5,30,11,5,31,10,5,30,11,5,31
2010/s/2010/525/34:1,7,1,24,6,1,23,7,1,24,6,1,23,7,1,24
2005/s/2005/602/11:1,9,2,32,9,1,26,8,1,23,9,1,26,9,1,25
2014/s/2014/942/57:3,5,3,18,5,3,20,4,1,19,5,3,20,5,2,19
2005/s/2005/60/460:1,8,1,22,8,1,20,8,1,20,8,1,20,8,1,19
2008/s/2008/804/20:1,2,5,23,2,3,24,2,3,24,2,3,24,2,3,22
2007/s/2007/677/169:4,8,2,30,5,2,29,8,2,29,5,2,29,7,2,29
2005/s/2005/625/137:5,6,3,21,6,3,20,6,3,22,6,3,20,6,3,21
2010/s/2010/522/47:8,14,3,44,12,3,43,13,4,41,12,3,43,7,2,29
2000/s/2000/596/35:1,10,3,39,10,2,40,11,2,40,10,2,38,10,2,36
2009/s/res/1894_2009_/35:1,28,5,59,27,5,57,27,5,57,27,5,57,28,5,53
2014/s/res/2150__2014_/7:1,14,4,40,14,4,37,12,4,36,14,4,36,15,4,38
2010/s/prst/2010/25/842:1,12,1,26,13,2,27,12,1,28,13,2,27,12,2,27
2013/s/2013/264/32:4,12,1,28,11,2,28,12,1,27,11,2,28,12,1,28
2008/s/2008/324/165:1,17,6,48,16,7,50,17,7,48,16,7,50,16,6,50
2005/s/2005/60/179:10,8,3,29,6,2,29,7,2,29,6,2,29,7,3,29
2005/s/2005/604/85:3,4,2,15,3,2,15,3,2,15,3,2,15,3,2,15
2011/s/2011/525/46:8,7,4,34,6,2,29,6,2,29,6,2,29,6,3,32
2014/s/2014/957/10:4,12,2,36,11,2,35,14,2,35,11,2,35,11,2,37
2011/s/2011/463/430:2,8,1,25,9,0,26,8,0,26,9,0,26,9,0,26
2003/s/res/1456_2003_/12:1,10,7,37,11,6,36,11,7,39,11,6,36,11,6,35
2005/s/2005/60/764:1,17,7,45,18,6,44,18,6,45,18,6,44,17,6,44
2005/s/2005/60/282:1,14,2,26,15,2,28,13,1,27,12,1,26,14,2,27
2007/s/prst/2007/47/9:1,10,3,36,10,3,35,9,4,35,10,3,35,10,3,33
2012/s/res/2082__2012_/6:1,5,1,13,5,1,13,5,1,13,5,1,13,5,1,13
2008/s/2008/251/6:4,11,2,42,11,2,44,11,2,44,11,2,44,11,2,43
2005/s/2005/68/11:3,12,3,31,10,3,28,9,3,27,10,3,28,12,3,30
2014/s/2014/902/24:2,3,1,19,5,0,20,5,0,19,5,0,20,5,0,19
2010/s/2010/522/22:1,8,2,24,7,2,24,7,2,22,7,2,24,7,2,23
2014/s/2014/929/21:2,11,4,41,9,6,38,9,6,38,9,6,38,9,6,40
2014/s/2014/914/79:1,36,6,95,41,6,93,42,7,96,41,6,93,42,6,91
2013/s/prst/2013/17/13:2,6,3,31,6,3,30,6,3,28,6,3,30,6,3,31
2002/s/prst/2002/41/9:3,3,3,20,3,2,21,3,2,20,3,2,21,4,2,22
2005/s/2005/602/4:1,9,3,35,8,3,35,8,3,35,8,3,35,9,3,35
2014/s/prst/2014/23/10:1,14,6,40,14,4,40,10,6,40,14,4,41,13,5,40
2014/s/2014/935/67:6,7,4,25,6,4,26,6,5,27,6,4,26,8,4,27
2006/s/2006/822/203:4,6,2,31,6,2,30,8,2,30,6,2,30,8,0,28
2011/s/2011/463/221:4,4,2,17,3,2,15,4,2,17,3,2,15,5,2,19
2014/s/prst/2014/23/21:1,35,12,86,32,13,85,30,15,87,33,13,86,34,14,87
2010/s/prst/2010/25/53:1,11,3,37,13,2,39,12,2,36,13,2,39,13,2,37
2008/s/2008/379/251:4,9,3,29,9,3,28,9,2,28,9,3,28,9,3,28
2012/s/2012/16/129:6,10,8,37,9,7,33,10,7,34,9,7,33,9,7,34
2011/s/res/1988_2011_/96:1,7,4,27,7,4,24,7,4,25,7,4,24,7,4,24
2012/s/2012/16/75:1,11,4,31,12,3,34,9,4,34,12,3,34,12,3,35
2014/s/2014/869/15:1,10,3,33,8,3,30,9,3,31,8,3,30,8,2,28
2005/s/2005/60/593:15,2,3,16,3,3,17,3,3,18,3,3,17,3,3,17
2012/s/2012/373/545:2,17,2,41,17,2,40,18,2,40,17,2,40,17,2,41
2008/s/res/1805_2008_/10:1,17,5,46,11,3,45,14,3,45,11,3,45,14,3,44
2010/s/prst/2010/19/4:1,23,8,58,22,8,60,21,7,59,23,8,61,21,8,59
2006/s/2006/154/262:1,22,5,61,19,6,58,18,5,59,19,4,57,20,5,59
2005/s/2005/60/375:2,6,2,21,4,2,19,5,2,21,4,2,19,4,2,21
2005/s/2005/60/850:1,16,7,47,21,8,53,21,7,55,21,8,53,22,8,54
2009/s/2009/676/45:1,12,5,48,12,5,48,12,5,48,12,5,48,10,5,47
2014/s/2014/935/111:1,9,2,26,10,2,26,9,2,27,10,2,26,10,2,27
2005/s/2005/699/314:1,5,6,32,4,6,32,4,6,32,4,6,32,4,6,32
2014/s/2014/9/138:2,10,2,33,8,2,28,8,2,28,8,2,28,8,2,28
2005/s/2005/662/76:2,8,2,21,10,2,22,10,2,20,11,2,21,8,2,20
2004/s/2004/614/63:2,6,2,21,5,2,21,5,2,21,5,2,21,5,2,21
2010/s/2010/522/80:2,8,2,21,8,1,18,8,1,20,8,1,18,8,1,18
2006/s/2006/822/148:1,6,1,19,8,1,20,8,1,20,8,1,20,6,1,19
2010/s/prst/2010/25/677:1,15,4,45,16,3,44,15,3,44,16,3,44,15,3,43
2008/s/2008/250/31:1,7,3,24,7,3,25,7,3,25,7,3,25,8,3,25
2011/s/2013/467/106:1,13,2,34,12,2,31,12,2,31,12,2,31,7,2,21
2005/s/2005/60/257:3,13,6,41,10,5,37,11,5,39,10,5,37,11,5,37
2008/s/2008/800/42:1,21,1,46,20,2,46,20,2,47,20,2,46,21,2,46
2006/s/res/1735_2006_/45:1,13,5,49,12,4,48,13,5,51,13,5,50,13,5,51
2007/s/prst/2007/40/9:1,22,2,48,21,1,46,19,1,46,21,1,47,21,1,45
2014/s/2014/929/119:1,10,2,40,9,2,35,9,2,35,9,2,35,9,2,35
2008/s/2008/251/36:3,15,5,39,12,5,42,12,5,44,12,5,42,12,5,42
2012/s/2012/373/640:2,17,6,45,18,6,44,18,6,44,18,6,44,16,6,43
2006/s/2006/822/203:5,8,2,20,7,2,20,7,3,23,7,2,20,8,2,20
2004/s/prst/2004/46/5:1,15,4,45,16,4,44,15,5,43,15,5,45,17,4,41
2014/s/2014/924/11:2,13,3,37,13,2,35,12,3,34,12,3,34,12,3,34
2008/s/2008/258/99:1,8,1,25,7,2,27,8,1,26,7,2,27,7,2,26
2007/s/2007/677/13:1,18,5,47,13,3,43,16,4,45,13,3,43,16,4,45
2011/s/2011/223/55:1,18,5,55,14,3,53,18,5,56,14,3,53,18,5,55
2011/s/2011/463/310:1,8,5,29,7,3,31,5,3,29,6,3,30,6,3,28
2007/s/2007/677/89:6,6,5,28,6,4,30,5,4,30,6,4,30,6,5,33
2014/s/2014/869/40:1,5,1,16,5,1,16,5,1,16,5,1,16,5,1,15
2014/s/2014/957/9:4,12,4,32,13,3,33,13,3,33,13,3,33,14,3,33
2005/s/2005/60/734:4,10,3,32,8,2,31,10,2,31,8,2,31,9,2,31
2014/s/2014/902/160:6,7,1,28,4,1,26,4,2,27,4,1,25,4,1,26
2014/s/2014/935/154:7,6,2,20,6,1,20,6,1,20,6,1,20,6,1,20
2005/s/2005/60/479:6,4,1,22,4,1,22,5,1,22,4,1,22,4,1,22
2009/s/prst/2009/1/492:1,10,5,36,9,5,35,9,5,35,9,5,35,9,5,35
2005/s/2005/60/502:2,11,2,45,9,2,45,9,2,45,9,2,45,11,2,45
2005/s/2005/572/85:2,8,3,30,7,3,24,7,3,24,7,3,24,7,3,23
2012/s/2012/373/688:1,8,3,24,9,3,25,9,3,26,9,3,26,9,3,28
2013/s/prst/2013/2/18:3,14,3,37,14,3,37,14,3,37,14,3,37,15,3,37
2005/s/2005/66/15:1,15,5,33,18,3,33,20,0,33,18,3,33,21,0,34
2014/s/2014/931/12:1,15,4,41,14,4,39,14,4,40,14,4,39,14,3,35
2014/s/2014/74/8:1,7,2,23,7,1,19,7,1,19,7,1,19,7,1,18
2009/s/2009/71/75:2,11,5,33,10,4,32,9,5,32,9,5,32,9,5,32
2002/s/2002/685/101:3,8,2,23,8,1,22,8,1,23,8,1,22,8,1,23
2009/s/prst/2009/1/274:1,14,4,51,13,2,47,12,2,45,13,2,47,12,2,44
2005/s/2005/572/160:1,7,1,25,5,1,23,6,1,23,5,1,23,5,1,21
2007/s/2007/254/34:1,8,3,28,11,2,29,10,2,27,11,2,29,9,2,26
2005/s/2005/684/40:1,16,6,49,18,5,48,17,5,49,18,5,48,18,6,47
2005/s/2005/60/831:3,19,1,35,17,2,35,19,2,36,18,2,35,19,2,38
2005/s/2005/60/566:3,6,2,24,4,2,20,5,2,21,5,2,21,3,2,21
2014/s/2014/929/158:5,17,5,41,13,5,36,12,6,36,13,5,36,12,7,37
2005/s/2005/60/837:2,10,3,25,9,3,23,8,4,23,9,3,23,9,3,23
2005/s/2005/60/646:1,10,4,38,13,4,42,12,4,42,13,4,42,13,4,42
2014/s/prst/2014/23/11:1,22,13,66,20,13,69,22,13,65,20,13,70,19,13,63
2014/s/2014/929/82:2,6,4,31,6,3,30,6,3,30,6,3,31,6,3,29
2014/s/res/2161__2014_/92:1,24,16,58,27,13,60,26,15,54,27,13,60,20,16,53
2007/s/2007/471/25:3,7,5,29,9,5,32,8,5,30,9,5,32,8,5,29
2008/s/2008/806/22:1,23,1,41,22,2,41,23,2,42,22,2,41,22,2,41
2014/s/prst/2014/3/187:1,8,4,28,8,3,27,8,3,27,8,3,27,8,3,26
2014/s/prst/2014/3/227:1,14,4,38,11,5,35,11,4,37,11,5,35,9,5,31
2005/s/2005/60/84:1,3,0,8,3,0,9,3,0,9,3,0,9,3,0,9
2006/s/2006/822/98:1,14,3,39,14,3,36,14,3,35,14,2,36,14,3,36
2011/s/2011/525/72:3,9,2,24,9,1,25,9,2,24,9,1,25,9,1,24
2003/s/2003/90/233:6,12,1,34,13,1,35,12,1,35,13,1,35,13,1,35
2014/s/2014/933/26:2,17,4,50,17,5,51,15,5,49,17,5,51,16,5,51
2005/s/2005/648/31:3,12,6,35,11,5,33,11,5,32,11,5,33,12,5,33
2010/s/prst/2010/21/10:2,14,5,44,15,3,44,15,3,47,15,3,44,15,3,46
2014/s/2014/943/52:4,9,3,24,8,3,22,8,3,23,8,3,22,8,3,23
2014/s/prst/2014/3/439:1,17,8,52,18,7,52,17,7,51,18,7,52,17,7,50
2012/s/2012/373/474:1,16,5,44,17,5,46,16,5,45,17,5,46,17,5,46
2014/s/2014/905/58:1,6,4,26,5,3,23,5,3,23,5,3,23,6,3,23
2005/s/2005/650/8:5,7,4,32,8,4,29,8,4,29,8,4,29,8,4,29
2011/s/res/1989_2011_/8:1,4,4,29,3,3,30,3,3,30,3,3,30,3,3,30
2014/s/2014/9/60:1,19,4,47,18,4,46,18,4,47,19,4,48,17,4,44
2014/s/prst/2014/3/689:1,12,7,35,15,6,37,15,6,37,15,6,37,14,6,37
2005/s/2005/572/245:2,24,12,85,24,10,91,26,10,87,24,10,90,26,10,86
2011/s/2011/463/96:4,7,3,24,5,3,21,5,3,21,5,3,21,6,3,22
2014/s/2014/902/100:1,9,3,34,9,4,32,9,3,33,9,3,33,9,4,32
2012/s/res/2082__2012_/4:1,26,2,52,26,2,53,26,2,52,26,2,53,26,2,52
2013/s/res/2129__2013_/21:1,21,13,49,18,15,53,18,14,51,18,15,53,19,14,51
2014/s/2014/869/13:1,17,7,43,15,7,46,15,7,44,15,7,48,16,8,46
2005/s/2005/61/124:1,7,1,16,6,1,15,6,1,15,6,1,15,7,1,17
2014/s/2014/932/13:2,5,3,27,7,3,27,8,2,27,7,3,27,7,3,28
2008/s/2008/259/67:1,17,5,45,16,5,40,16,5,37,16,5,39,15,5,38
2005/s/2005/60/346:2,28,6,66,27,12,69,27,11,70,26,12,68,26,11,70
2012/s/2012/373/550:8,11,5,41,15,5,41,14,5,40,15,5,41,15,5,41
2005/s/2005/682/94:1,22,4,51,23,3,53,22,3,52,23,3,53,22,3,51
2007/s/2007/677/203:1,7,3,37,5,3,38,5,3,37,5,3,37,6,3,37
2014/s/2014/957/84:1,11,4,30,10,3,28,11,3,30,10,3,28,11,3,28
2003/s/2003/90/101:1,11,8,40,14,7,38,14,7,40,14,7,38,13,7,40
2002/s/res/1452_2002_/9:1,41,5,82,40,2,80,43,1,78,40,2,83,43,2,78
2011/s/2011/29/14:2,10,7,35,9,7,33,9,7,32,9,7,33,11,7,38
2014/s/2014/935/152:3,12,0,23,8,1,20,10,0,20,8,1,20,10,0,20
2005/s/res/1624_2005_/15:1,17,7,46,15,8,43,15,7,44,15,8,44,17,8,43
2012/s/2012/16/48:2,18,6,41,17,4,39,17,4,38,17,4,39,15,5,35
2008/s/2008/259/39:1,7,3,20,7,3,19,7,3,19,7,3,19,6,3,18
2012/s/prst/2012/28/3:1,18,6,52,18,3,51,18,3,51,18,4,52,19,3,53
2008/s/2008/800/7:1,12,3,41,11,4,43,11,4,41,11,4,43,11,5,43
2005/s/2005/679/27:1,13,4,43,12,5,44,13,4,43,12,5,44,14,4,41
2006/s/prst/2006/47/7:4,7,5,35,4,5,31,5,5,32,4,5,31,6,5,34
2007/s/2007/677/204:1,5,2,26,4,3,23,4,3,23,4,3,23,4,3,23
2005/s/2005/60/710:1,6,2,20,6,3,22,7,3,23,6,3,22,7,3,24
2005/s/2005/636/124:1,9,1,19,8,3,18,8,3,19,8,3,18,7,3,20
2013/s/prst/2013/21/10:1,7,1,20,7,1,22,7,1,22,7,1,21,7,1,19
2005/s/2005/635/45:2,7,5,29,6,5,29,7,5,30,6,5,29,7,5,29
2001/s/res/1363_2001_/5:1,5,2,16,5,2,16,5,2,16,5,2,16,5,2,17
2014/s/2014/41/84:5,4,2,15,4,2,14,4,2,14,4,2,14,4,2,14
2014/s/2014/731/29:3,21,2,35,19,3,34,19,2,34,19,3,34,19,2,35
2011/s/2011/463/53:4,12,2,36,12,2,36,13,2,36,12,2,36,13,2,37
2011/s/2011/463/462:1,19,5,47,16,5,43,17,5,44,16,5,43,16,5,41
2011/s/2011/298/104:4,12,7,41,7,7,37,7,7,37,7,7,37,8,7,37
2014/s/2014/233/4:2,11,7,36,11,7,35,11,7,35,11,7,35,13,4,35
2014/s/2014/869/26:8,2,2,20,2,2,17,2,2,17,2,2,17,2,2,17
2014/s/2014/416/11:1,12,6,39,14,4,34,13,4,35,13,4,36,12,4,33
2005/s/2005/698/15:3,7,3,23,7,2,19,5,2,18,7,2,19,7,2,19
2000/s/2000/1196/77:2,12,2,34,11,3,31,11,3,31,11,3,31,12,3,31
2004/s/2004/384/88:3,14,2,39,15,2,40,15,2,40,15,2,40,15,2,40
2005/s/2005/61/92:1,7,1,19,5,1,15,6,1,18,5,1,15,6,1,17
2005/s/2005/761/12:5,9,4,28,7,4,27,8,4,28,7,4,27,8,4,27
2005/s/2005/68/56:3,5,1,15,4,1,13,5,1,16,4,1,13,4,1,13
2005/s/2005/60/14:2,4,0,21,5,0,23,5,0,23,5,0,23,4,0,22
2011/s/2011/463/451:5,8,4,30,7,2,25,7,3,23,7,2,25,7,2,25
2005/s/2005/761/138:2,6,3,21,5,3,21,5,3,19,5,3,21,5,3,19
2014/s/prst/2014/3/1042:1,20,9,45,20,9,44,19,9,44,20,9,44,20,9,46
2006/s/2006/822/147:2,3,3,31,3,3,31,3,3,31,3,3,31,3,3,31
2005/s/2005/662/286:4,12,9,46,11,5,41,12,5,43,11,6,41,11,9,42
2000/s/2000/1196/10:1,7,2,22,7,2,23,7,2,24,7,2,23,4,1,13
2014/s/2014/902/161:1,6,1,21,6,1,21,6,1,21,6,1,21,6,1,21
2005/s/2005/60/456:1,9,2,28,7,1,26,7,1,27,7,1,26,7,1,27
2013/s/2013/769/68:1,7,1,26,6,1,26,6,1,27,6,1,26,7,1,25
2005/s/2005/634/17:4,5,2,20,7,3,21,7,3,20,7,3,21,7,3,21
2006/s/2006/822/304:5,6,3,23,8,1,19,7,1,19,7,1,18,7,1,19
2013/s/2013/722/56:1,28,8,65,31,5,63,29,6,65,31,5,63,30,5,61
2005/s/2005/625/205:4,10,3,24,9,2,22,8,3,20,9,2,22,8,2,21
2006/s/2006/154/306:2,16,11,47,15,9,42,16,10,43,15,9,42,11,10,34
2005/s/2005/60/445:18,9,3,28,8,3,30,8,2,28,8,3,30,6,5,28
2005/s/2005/60/954:2,4,3,18,5,3,18,5,2,19,5,3,18,5,3,18
2008/s/2008/259/40:1,6,1,20,6,1,22,3,1,22,6,1,22,7,1,22
2005/s/2005/61/11:1,16,4,58,16,3,50,16,3,52,16,3,50,16,3,50
2012/s/2012/373/673:1,14,4,44,14,4,46,13,5,43,14,4,46,14,6,45
2011/s/2011/463/222:6,7,3,26,7,2,24,7,2,25,7,2,24,6,2,24
2005/s/2005/60/885:4,7,1,17,5,1,16,5,1,16,5,1,16,5,1,16
2006/s/2006/154/241:1,4,4,24,6,1,24,6,2,23,6,1,24,6,2,21
2012/s/2012/16/163:1,10,1,32,9,1,32,9,1,33,9,1,32,9,1,33
2005/s/2005/642/49:3,6,3,20,6,3,19,6,3,19,6,3,19,6,3,19
2005/s/2005/657/21:9,3,2,19,2,2,19,2,2,17,2,2,17,2,2,17
2012/s/2012/166/23:3,11,2,24,9,2,26,9,2,26,9,2,26,10,1,24
2010/s/2010/529/66:6,2,1,13,3,1,15,2,1,13,3,1,15,2,1,13
2005/s/2005/60/754:4,7,2,20,5,2,16,8,2,20,5,2,16,8,2,20
1998/s/prst/1998/20/21:1,7,4,34,6,4,35,6,4,35,6,4,36,6,4,34
2005/s/2005/60/567:11,5,2,18,5,2,20,6,2,21,5,2,22,7,1,23
2010/s/prst/2010/28/3:2,14,4,38,11,4,37,12,4,38,11,4,37,12,4,38
2005/s/2005/60/650:2,3,1,10,3,1,10,3,1,10,3,1,10,3,1,10
2005/s/2005/699/214:2,3,1,15,4,1,14,3,1,13,4,1,14,3,1,15
2005/s/2005/60/976:2,10,2,24,11,1,26,11,2,26,11,1,26,11,1,24
2014/s/2014/957/74:1,19,3,45,17,2,41,17,2,41,17,2,41,17,2,39
2005/s/2005/662/471:5,3,1,16,2,1,17,3,1,18,2,1,17,2,1,16
2014/s/prst/2014/3/663:1,4,0,9,2,1,9,2,1,9,2,1,9,3,1,9
2005/s/2005/673/54:4,4,3,19,4,2,18,4,2,18,4,2,18,4,2,19
2005/s/2005/60/614:4,4,6,22,5,5,20,5,5,20,5,5,20,5,5,21
2008/s/2008/259/52:1,7,4,28,7,4,29,7,4,29,7,4,29,7,4,29
2011/s/2011/463/207:6,6,3,28,3,2,29,5,2,30,6,2,29,7,2,30
2005/s/2005/761/133:3,5,4,19,2,4,17,2,4,17,2,4,17,2,4,18
2010/s/prst/2010/26/6:1,16,6,42,17,6,46,17,5,44,15,5,44,16,6,44
2014/s/2014/914/15:2,7,2,30,7,2,30,7,2,30,7,2,30,7,2,30
2005/s/2005/603/66:4,8,4,27,9,4,25,10,2,24,9,4,25,10,2,23
2011/s/2011/463/522:1,7,0,13,7,0,13,7,0,13,7,0,13,5,1,11
2011/s/2011/463/264:3,5,2,18,4,2,17,4,2,18,4,2,17,4,2,17
2014/s/2014/9/90:3,10,1,23,10,1,22,10,1,22,10,1,22,9,1,21
2005/s/2005/60/193:1,3,2,25,3,2,25,3,2,23,3,2,25,3,2,23
2008/s/2008/250/6:1,9,4,37,10,3,35,10,3,36,10,3,34,9,3,34
2008/s/2008/259/24:2,9,5,35,8,3,35,8,3,33,8,3,35,7,3,33
2005/s/2005/631/81:1,10,2,29,10,2,30,10,2,31,10,2,29,10,2,29
2007/s/2007/677/63:1,6,3,22,5,2,18,5,3,18,5,2,18,5,2,20
2014/s/prst/2014/3/405:1,13,4,35,14,4,35,15,4,35,14,4,35,15,4,36
2014/s/2014/957/34:2,13,7,39,13,6,36,13,6,35,13,6,36,12,5,34
2009/s/2009/671/10:1,11,5,49,11,5,46,11,5,47,11,5,46,11,5,45
2008/s/2008/324/70:3,9,3,33,6,2,30,6,2,28,7,1,25,8,2,33
2014/s/2014/902/73:1,12,3,37,10,3,33,10,3,33,10,3,33,10,3,33
2006/s/2006/822/226:3,3,1,13,3,1,15,4,1,15,3,1,15,3,1,13
2012/s/2012/359/55:2,16,4,39,14,4,35,15,4,36,14,4,35,15,4,36
2011/s/res/1988_2011_/84:1,3,3,17,4,2,16,3,2,17,4,2,16,4,2,16
2005/s/2005/631/87:2,5,1,16,4,1,15,4,1,16,4,1,15,4,1,15
