id,es_noun_counts,es_verb_counts,es_lemma_counts,en_es_DEEP_noun_counts,en_es_DEEP_verb_counts,en_es_DEEP_lemma_counts,en_es_DEEPL_noun_counts,en_es_DEEPL_verb_counts,en_es_DEEPL_lemma_counts,en_es_GOOGLE_noun_counts,en_es_GOOGLE_verb_counts,en_es_GOOGLE_lemma_counts,en_es_TRANSFORMERS_noun_counts,en_es_TRANSFORMERS_verb_counts,en_es_TRANSFORMERS_lemma_counts
2005/s/2005/663/2:1,11,3,42,10,3,37,10,3,36,10,3,37,10,3,36
2014/s/prst/2014/3/1229:1,25,12,53,25,10,57,23,10,54,25,10,57,26,10,57
2012/s/2012/373/576:3,7,3,19,7,3,19,7,3,19,7,3,19,6,2,18
2008/s/2008/379/162:1,8,3,27,7,3,25,7,3,25,7,3,25,8,2,27
2014/s/2014/276/90:6,6,2,15,8,1,16,7,2,19,8,1,16,8,1,17
2005/s/2005/60/343:2,18,2,42,17,4,45,17,4,46,17,4,45,16,4,45
2014/s/2014/945/22:6,16,7,56,13,6,51,17,5,52,15,6,52,10,5,43
2005/s/2005/668/4:1,11,6,44,11,3,43,13,3,46,11,3,43,14,3,45
2008/s/2008/379/215:6,9,4,26,8,4,25,8,4,25,8,4,25,10,4,27
2007/s/2007/677/198:2,9,8,48,9,6,41,10,6,42,9,6,41,10,6,43
2014/s/prst/2014/3/1192:1,12,3,33,11,3,32,11,3,32,11,3,32,11,3,32
2012/s/prst/2012/17/19:1,9,5,32,7,5,31,7,5,31,8,5,32,8,5,31
2005/s/2005/60/812:1,10,3,33,10,2,34,10,2,33,10,2,35,10,2,33
2013/s/prst/2013/14/6:1,18,4,53,15,4,54,15,4,54,15,4,55,14,4,55
2005/s/prst/2005/55/2:1,11,1,35,11,1,35,11,1,35,10,1,36,11,1,35
2008/s/prst/2008/31/3:1,15,3,51,15,3,51,15,3,50,15,3,52,15,3,50
2010/s/2010/528/82:2,16,5,42,15,5,40,16,6,40,15,5,40,16,5,42
2012/s/2012/160/37:1,18,4,45,13,5,44,15,4,45,13,5,44,12,5,43
2004/s/prst/2004/32/12:1,16,8,48,16,6,47,16,6,46,16,6,48,17,6,46
2005/s/2005/649/13:1,22,7,52,16,7,50,16,7,50,16,7,50,16,7,50
2014/s/2014/942/14:2,8,3,27,7,3,27,7,4,28,7,3,27,8,3,29
2006/s/2006/154/134:4,8,3,22,5,4,19,7,4,22,6,4,21,7,4,22
2005/s/2005/698/19:3,7,4,27,5,3,27,6,3,28,4,3,26,6,3,27
2005/s/2005/631/18:3,7,6,36,7,5,37,8,5,37,7,5,37,7,5,36
2005/s/2005/645/19:3,5,3,29,5,3,28,5,3,28,5,3,28,5,3,30
2005/s/2005/636/437:1,9,0,16,6,0,13,6,0,13,5,0,13,7,0,15
2005/s/2005/690/20:9,4,5,27,3,5,24,3,5,24,3,5,24,3,5,24
2008/s/2008/800/15:1,11,4,35,9,4,32,9,4,32,9,4,32,9,4,33
2010/s/2010/497/41:2,10,5,31,11,7,35,11,7,34,11,7,35,11,7,34
2013/s/prst/2013/11/4:1,19,3,61,21,4,62,18,5,62,22,4,64,18,4,62
2014/s/2014/931/16:1,21,4,55,21,4,56,22,4,57,21,4,56,21,4,59
2008/s/2008/379/138:2,6,1,15,5,1,14,5,1,14,5,1,14,7,1,16
2000/s/2000/596/37:1,7,2,25,7,2,26,7,2,25,7,2,26,7,2,26
2005/s/2005/60/416:5,7,1,22,8,1,21,7,1,20,8,1,21,7,1,20
2014/s/2014/869/50:3,5,3,41,9,3,38,10,3,38,9,3,38,10,3,39
2009/s/2009/124/81:3,5,3,20,5,3,19,5,3,19,5,3,19,4,3,21
2012/s/2012/16/60:2,13,7,39,13,5,38,13,5,38,13,5,38,13,5,38
2005/s/2005/603/37:1,4,4,28,4,4,30,5,4,31,4,4,30,4,5,29
2005/s/2005/631/30:1,7,2,24,6,2,22,6,2,23,6,2,22,6,2,22
2007/s/2007/677/99:3,6,4,24,6,5,23,6,5,24,6,5,23,6,4,25
2008/s/2008/250/79:3,10,4,35,9,4,34,10,4,34,9,4,34,10,4,33
2005/s/2005/603/79:2,32,2,63,33,2,66,34,1,62,33,2,65,34,1,65
2010/s/2010/522/32:1,17,10,50,16,8,49,17,8,46,16,8,49,18,8,45
2008/s/2008/251/28:1,11,3,43,12,3,43,12,3,43,12,3,43,10,3,40
2005/s/2005/62/15:1,8,3,25,8,2,23,8,2,22,8,2,23,8,2,22
2005/s/2005/631/40:3,7,2,29,5,3,29,4,3,29,5,3,29,6,3,29
2006/s/2006/822/19:1,3,1,26,7,1,32,7,1,32,7,1,32,4,1,32
2010/s/2010/125/18:1,9,7,35,9,8,37,8,7,35,9,8,37,10,7,37
2011/s/2011/463/220:5,9,3,28,11,2,30,9,2,28,11,2,30,10,2,29
2013/s/2013/264/27:1,9,2,32,8,3,32,8,3,30,8,3,32,9,2,32
2003/s/2003/90/156:2,4,1,16,5,1,19,4,1,17,5,1,19,4,1,18
2005/s/2005/60/567:10,7,4,31,5,4,29,5,4,29,5,4,29,5,4,29
2004/s/2004/384/80:2,7,3,22,8,2,22,7,3,24,8,2,22,7,3,23
2005/s/2005/60/801:4,3,2,20,3,2,19,4,2,20,3,2,19,3,2,20
2014/s/2014/869/41:4,21,10,54,20,10,55,20,10,51,20,10,57,20,10,51
2005/s/2005/60/651:3,5,3,16,4,3,18,4,3,17,4,3,18,4,3,18
2014/s/2014/74/14:2,20,6,43,19,4,39,20,4,41,19,4,38,19,7,42
2011/s/2011/463/143:6,5,4,21,6,4,23,7,3,22,6,4,23,6,4,22
2008/s/2008/259/15:5,5,3,25,8,3,27,7,3,25,8,3,27,6,2,24
2014/s/2014/9/140:1,26,1,46,19,6,51,22,1,47,19,6,52,24,1,47
2010/s/2010/520/12:1,12,4,52,8,3,49,10,4,51,8,3,49,10,3,52
2005/s/2005/68/18:8,13,5,43,13,5,43,16,2,43,13,5,43,15,2,42
2004/s/prst/2004/24/11:1,8,5,31,9,5,33,8,5,35,9,5,34,7,5,33
2004/s/prst/2004/19/6:1,3,2,19,4,1,20,4,1,20,4,1,21,4,1,20
2005/s/2005/61/22:1,18,8,63,24,7,68,23,8,66,24,7,66,24,7,68
2014/s/2014/902/114:1,7,2,24,7,3,23,8,2,22,7,3,23,8,2,24
2005/s/2005/761/17:3,12,4,44,14,3,41,11,3,43,13,3,43,13,3,42
2012/s/2012/373/592:5,3,3,19,3,3,19,3,3,19,3,3,19,3,3,21
2009/s/res/1887__2009_/5:1,17,4,45,15,3,43,15,4,43,15,3,43,17,4,44
2005/s/2005/611/35:2,18,2,40,16,2,39,17,2,38,16,2,39,16,2,39
2007/s/2007/254/4:2,7,6,26,8,5,28,9,5,28,9,5,28,10,3,27
2014/s/res/2178__2014_/5:1,12,5,35,11,4,35,10,4,34,11,4,35,11,4,34
2011/s/2011/298/5:5,12,3,36,12,2,30,11,2,29,12,2,30,12,2,30
2002/s/prst/2002/41/2:1,12,3,36,12,1,32,12,1,32,11,1,33,12,1,31
2006/s/2006/822/137:5,4,5,32,4,5,31,4,5,30,4,5,31,3,5,27
2005/s/2005/60/808:4,8,7,28,9,7,27,9,7,28,9,7,27,9,6,25
2003/s/2003/90/82:5,5,1,19,4,1,19,4,1,18,4,1,19,5,1,18
2004/s/prst/2004/34/5:2,14,6,36,15,6,38,13,6,37,14,6,38,15,7,38
2006/s/2006/822/358:6,3,2,17,4,1,19,4,1,17,4,1,19,4,1,17
2005/s/2005/662/326:2,14,10,49,13,8,47,14,8,47,13,8,47,12,9,47
2014/s/2014/501/29:1,6,3,29,4,3,27,4,3,28,4,3,27,4,3,28
2013/s/2013/722/37:1,11,2,35,10,2,35,10,2,36,10,2,35,10,2,35
2003/s/prst/2003/27/185:1,9,2,30,8,2,29,8,2,29,8,2,29,8,2,28
2005/s/2005/572/248:2,6,5,36,7,5,42,7,5,41,7,5,42,9,5,45
2014/s/prst/2014/3/1010:1,10,4,25,9,3,24,9,3,23,9,3,24,9,3,22
2005/s/2005/60/793:5,5,2,18,5,1,18,5,1,18,5,1,18,5,1,18
2005/s/2005/603/16:3,7,3,25,5,3,23,6,3,24,5,3,23,5,3,23
2014/s/res/2161__2014_/54:1,27,7,84,24,8,72,29,9,80,24,8,73,26,8,80
2009/s/2009/193/135:4,8,5,35,7,4,32,8,4,32,7,4,32,8,4,32
2005/s/2005/645/15:4,4,1,15,2,1,12,2,1,12,2,1,12,2,1,11
2012/s/2012/359/96:1,16,4,54,14,4,52,15,4,53,14,4,52,16,5,54
2002/s/res/1390_2002_/15:1,17,4,54,17,4,54,19,4,51,17,4,56,18,4,52
2011/s/2011/463/444:3,22,1,37,20,2,36,22,1,38,20,2,36,22,1,35
2005/s/2005/60/862:3,6,2,30,5,4,30,5,4,29,5,4,30,5,4,30
2014/s/2014/41/78:2,6,2,24,5,2,21,5,2,22,5,2,21,5,2,22
2005/s/2005/642/107:4,3,3,15,3,3,15,3,3,14,3,3,15,3,3,15
2008/s/2008/80/28:1,31,7,65,30,6,63,31,7,66,30,6,64,30,8,66
2007/s/2007/677/155:3,11,3,44,12,3,46,12,3,47,10,3,48,12,3,48
2014/s/res/2161__2014_/101:1,12,9,49,13,7,47,13,9,46,13,7,47,11,9,46
2005/s/2005/631/39:2,15,3,41,17,2,41,17,1,39,17,2,41,19,1,40
2005/s/2005/572/81:2,7,0,18,7,0,19,7,0,18,7,0,19,7,0,18
2011/s/2011/463/220:2,5,2,15,5,1,14,5,1,14,5,1,14,6,1,14
2005/s/2005/625/227:3,7,2,24,5,1,22,5,2,23,5,1,22,6,2,24
2003/s/2003/216/23:3,5,2,17,5,2,18,5,2,17,5,2,18,5,2,17
2005/s/2005/60/134:4,4,2,22,4,2,20,4,2,20,4,2,20,4,2,20
2008/s/2008/250/87:1,17,4,44,16,4,42,17,4,44,16,4,42,20,3,44
2006/s/2006/154/299:1,7,4,31,9,3,30,9,3,32,9,3,30,9,3,32
2005/s/2005/68/10:4,8,1,24,8,1,24,9,1,28,8,1,24,8,1,24
2005/s/2005/60/797:2,8,7,34,8,6,37,8,6,33,8,6,37,8,6,35
2014/s/prst/2014/3/447:1,6,2,18,6,2,17,6,2,18,6,2,17,6,2,18
2014/s/2014/276/86:3,10,2,22,10,1,23,11,1,24,10,1,23,11,0,22
2009/s/2009/502/57:3,9,5,29,6,5,27,6,5,28,6,5,27,6,5,26
2005/s/2005/60/819:3,12,3,35,12,3,35,12,3,34,12,3,35,12,3,36
2009/s/prst/2009/1/267:1,11,4,35,8,3,31,8,3,31,8,3,31,10,3,33
2012/s/res/2083__2012_/91:1,10,5,39,11,4,37,11,4,38,11,4,37,11,4,37
2005/s/2005/60/445:8,6,2,16,7,1,17,7,1,18,7,1,17,8,1,19
2011/s/2013/467/62:4,2,2,17,3,2,19,3,2,19,3,2,19,3,2,19
2008/s/2008/324/3:1,9,2,39,10,2,39,10,2,40,10,2,39,10,2,39
2005/s/2005/603/34:1,9,3,27,9,3,28,9,3,28,9,3,28,9,3,28
2008/s/2008/801/11:1,4,3,17,4,3,18,4,3,18,4,3,18,4,3,18
2011/s/2011/463/120:2,4,2,20,4,2,19,5,2,21,4,2,19,5,2,21
2005/s/2005/572/102:2,15,8,48,13,7,44,14,7,45,13,7,44,15,6,46
2011/s/2011/463/54:1,5,3,21,6,2,24,7,2,24,6,2,24,7,2,23
2009/s/2009/67/24:1,2,3,21,2,3,21,2,3,22,2,3,21,2,3,21
2010/s/2010/529/69:5,6,5,26,6,4,23,6,4,24,6,4,23,6,4,25
2005/s/2005/60/542:1,11,3,36,10,3,31,11,3,31,10,3,31,13,2,33
2011/s/2011/245/114:1,9,2,23,9,1,23,9,1,23,9,1,23,6,3,24
2005/s/2005/678/6:1,6,2,22,5,1,20,4,1,21,5,1,20,5,1,21
2005/s/2005/572/250:2,17,6,43,16,6,40,16,6,43,17,6,41,15,6,42
2010/s/prst/2010/29/4:1,14,3,46,16,3,49,14,3,51,18,3,50,14,3,49
2008/s/2008/250/22:2,15,2,35,14,2,35,14,2,34,14,2,35,14,2,34
2013/s/res/2129__2013_/7:1,11,5,33,13,4,32,11,4,32,13,4,32,13,4,31
2004/s/2004/384/98:2,3,4,17,3,4,18,3,4,18,3,4,19,3,4,19
2008/s/2008/805/18:1,15,5,47,17,4,48,16,4,45,17,4,48,15,5,48
2006/s/2006/822/307:2,5,1,14,5,1,14,5,1,14,5,1,14,5,1,14
2014/s/2014/41/78:1,8,2,34,8,1,33,8,1,33,8,1,33,8,1,32
2014/s/2014/869/35:2,16,6,38,13,5,34,13,5,34,13,5,34,11,5,33
2012/s/2012/373/524:1,4,3,17,4,3,18,4,3,17,4,3,18,5,3,19
2005/s/2005/60/431:2,9,3,24,5,2,23,6,1,24,5,2,23,5,1,25
2014/s/2014/957/37:3,18,5,45,17,5,43,17,5,45,17,5,43,18,4,47
2005/s/2005/60/545:2,16,4,50,15,5,53,14,5,49,15,5,53,16,5,51
2012/s/prst/2012/22/9:1,22,8,57,22,6,56,22,6,53,22,6,57,22,6,56
2007/s/2007/254/19:1,12,2,34,10,3,29,10,1,28,10,3,29,11,1,29
2012/s/2012/244/30:2,11,3,35,12,2,33,12,2,34,12,2,33,12,2,33
2010/s/prst/2010/25/358:1,18,5,43,16,5,41,16,5,41,16,5,41,17,5,43
2011/s/2011/245/133:4,6,4,29,6,5,31,5,5,31,6,5,31,5,5,30
2005/s/2005/662/223:2,14,3,52,14,3,52,13,3,53,15,3,52,12,3,51
2006/s/2006/154/264:5,6,2,29,7,2,29,7,2,30,7,2,29,7,2,28
2008/s/2008/167/12:3,6,3,23,6,3,21,5,3,20,6,3,21,5,3,20
2010/s/2010/529/47:3,8,2,18,10,1,19,10,1,19,10,1,19,10,1,18
2010/s/2010/525/17:1,9,3,29,10,2,28,11,1,30,10,2,28,9,2,27
2010/s/2010/497/45:4,11,6,40,8,6,34,9,6,38,8,6,34,8,4,33
2013/s/prst/2013/22/12:3,24,12,65,24,6,62,24,7,64,24,6,62,25,8,63
2014/s/2014/945/12:2,4,1,19,4,1,15,5,1,16,4,1,15,5,1,16
2014/s/2014/9/12:3,3,1,25,4,2,27,4,2,27,4,2,27,4,4,28
2009/s/prst/2009/1/53:1,7,5,27,7,3,24,8,3,24,7,3,24,8,3,23
2011/s/2011/463/71:6,11,4,32,8,4,29,10,4,31,9,4,32,13,3,31
2006/s/res/1738_2006_/13:1,14,2,36,15,0,31,14,1,33,15,0,31,15,0,32
2005/s/2005/635/66:1,6,1,23,6,1,24,6,2,26,6,1,24,6,1,25
2005/s/2005/60/492:6,4,2,18,3,2,18,3,2,17,3,2,18,3,1,17
2012/s/2012/160/49:1,7,2,29,4,2,24,4,2,24,4,2,24,4,2,25
2003/s/2003/191/41:3,12,3,31,9,3,28,9,3,29,9,3,28,11,3,29
2011/s/2013/467/143:2,11,3,36,10,3,34,10,3,34,10,3,34,10,3,34
2010/s/2010/529/66:8,4,4,17,4,3,15,4,3,15,4,3,15,4,3,16
2006/s/2006/822/131:6,6,2,35,6,3,37,6,3,37,6,3,37,5,3,36
2011/s/2011/463/119:3,7,3,23,5,3,21,6,3,23,5,3,21,4,3,21
2005/s/2005/603/39:3,4,1,13,4,1,13,4,1,13,4,1,13,5,1,14
2011/s/2011/463/61:1,25,10,75,29,8,78,26,10,78,29,8,78,26,10,77
2006/s/2006/822/196:8,12,4,34,13,3,33,13,5,36,13,3,33,11,4,32
2011/s/2011/463/343:5,9,6,33,9,6,33,9,6,33,9,6,33,10,6,33
2007/s/2007/677/75:2,20,2,67,20,3,65,19,2,66,21,3,67,21,2,68
2007/s/2007/254/18:1,13,4,36,13,4,31,13,4,35,13,4,32,13,4,33
2005/s/2005/650/20:4,5,3,22,5,2,19,5,2,19,5,2,19,5,2,18
2014/s/2014/9/38:2,11,7,37,11,7,36,11,7,37,11,7,36,10,7,37
2004/s/2004/384/102:2,5,1,17,6,1,18,6,1,18,6,1,18,6,1,18
2007/s/2007/677/98:1,5,3,14,4,2,13,4,2,13,4,2,14,4,2,13
2013/s/2013/452/87:5,9,1,26,9,1,28,9,1,27,9,1,28,8,1,26
2005/s/2005/761/117:1,12,7,37,9,6,35,9,6,35,9,6,35,12,6,33
2014/s/prst/2014/3/499:1,28,11,78,30,9,75,35,11,77,30,9,75,32,10,78
2014/s/2014/419/53:1,8,3,27,7,4,30,7,4,29,7,4,30,7,3,30
2005/s/2005/61/174:1,3,1,10,3,1,11,3,1,11,3,1,11,3,1,11
2005/s/2005/635/86:1,3,0,15,3,0,15,3,0,15,3,0,15,3,0,15
2004/s/2004/384/67:1,11,3,32,11,3,37,11,3,37,11,3,35,11,3,34
2005/s/2005/613/2:1,23,12,75,23,11,72,24,11,72,23,11,72,23,11,73
2012/s/res/2082__2012_/76:1,13,4,38,12,3,36,14,1,35,12,3,36,13,1,35
2003/s/2003/90/118:1,6,3,22,6,3,24,6,3,23,6,3,24,7,3,25
1999/s/res/1265_1999_/20:1,21,4,52,19,5,46,19,5,46,19,5,46,18,5,45
2013/s/res/2129__2013_/59:1,13,3,41,14,3,35,13,3,41,14,3,35,13,3,41
2014/s/2014/914/8:1,20,8,41,16,6,38,16,6,38,16,7,39,16,6,36
2002/s/res/1390_2002_/31:1,14,3,43,14,5,46,14,4,45,13,5,45,15,5,47
2010/s/2010/366/54:2,23,3,55,22,2,52,28,2,52,22,2,52,22,2,51
2012/s/2012/373/507:1,9,3,29,8,3,27,9,3,29,8,3,27,9,3,29
2005/s/2005/682/58:1,4,3,21,3,2,21,3,2,21,3,2,21,4,3,21
2008/s/2008/379/29:4,9,3,25,8,2,24,8,2,24,8,2,24,8,2,24
2005/s/2005/60/750:4,6,3,21,6,3,20,6,3,18,6,3,20,7,2,18
2013/s/prst/2013/5/29:2,4,2,17,3,2,15,3,2,15,3,2,15,4,2,18
2005/s/2005/684/46:1,9,4,27,8,3,22,7,2,22,8,3,21,7,2,21
2008/s/2008/258/109:3,18,4,36,17,2,36,15,2,32,17,2,36,17,2,37
2005/s/2005/60/368:1,5,1,25,5,1,25,7,1,25,5,1,25,5,1,24
2009/s/prst/2009/1/106:1,22,6,48,19,5,44,17,6,43,19,5,44,17,5,44
2014/s/2014/945/92:3,7,4,31,6,4,29,7,3,31,6,4,29,8,3,32
2003/s/2003/191/add_1/30:1,2,1,16,2,0,13,2,0,14,2,0,13,3,0,15
2005/s/2005/60/185:5,2,1,9,2,1,9,2,1,9,2,1,9,2,1,10
2011/s/2011/298/17:2,6,2,34,6,2,32,6,2,33,6,2,32,5,2,32
2014/s/2014/902/90:1,9,2,27,8,3,28,8,3,28,8,3,28,8,3,28
2004/s/2004/384/68:1,7,6,30,5,7,29,5,7,28,5,7,29,4,8,26
2000/s/2000/1196/117:7,4,3,17,5,2,18,5,2,18,5,2,18,6,3,22
2003/s/res/1502_2003_/9:1,9,1,24,9,0,23,8,0,23,9,0,23,10,0,25
2008/s/2008/259/30:5,5,5,25,4,4,23,4,4,22,4,4,23,4,4,21
2010/s/2010/529/34:3,9,3,21,9,2,20,9,2,20,9,2,20,9,2,20
2008/s/2008/379/168:1,8,4,23,9,3,24,9,3,24,9,3,22,9,3,25
2013/s/prst/2013/1/22:1,8,2,27,7,1,25,7,1,25,7,1,26,6,2,24
2011/s/2011/298/38:1,18,6,53,17,6,56,18,6,56,17,6,56,12,4,50
2005/s/2005/61/30:1,29,5,48,29,4,42,29,5,42,29,4,42,30,4,43
2014/s/2014/869/55:1,7,3,24,6,3,23,7,3,25,6,3,23,6,4,23
2014/s/2014/41/74:3,6,3,25,7,1,26,6,1,26,7,1,26,6,2,26
1999/s/res/1265_1999_/33:1,15,6,52,14,5,48,14,6,50,14,5,48,14,6,49
2005/s/2005/61/123:1,4,1,15,4,1,16,4,1,15,4,1,16,4,1,16
2009/s/2009/502/104:1,6,5,28,6,3,26,7,4,26,6,3,26,7,3,25
2002/s/prst/2002/41/5:2,15,10,40,14,7,36,12,7,35,14,7,36,14,7,36
2006/s/2006/154/167:2,12,7,40,10,5,34,10,5,36,9,5,33,10,5,38
2010/s/2010/522/79:4,5,1,19,5,1,20,5,1,20,5,1,20,5,1,20
2005/s/2005/60/884:2,4,2,27,4,2,24,4,2,25,4,2,24,4,2,24
2010/s/2010/112/48:1,12,4,36,13,4,37,14,4,38,13,4,37,13,4,36
2005/s/2005/60/222:2,5,2,19,7,1,21,8,1,21,7,1,22,7,1,21
2010/s/2010/529/32:1,10,4,44,9,4,49,11,4,50,9,4,49,10,4,49
2009/s/prst/2009/1/571:1,13,2,31,14,3,32,16,3,35,14,3,32,15,3,32
2008/s/2008/324/77:1,10,7,44,10,5,44,10,5,44,10,5,44,10,5,42
2005/s/2005/60/139:1,14,3,47,14,3,45,14,3,45,14,3,45,14,3,45
2007/s/2007/677/60:2,11,4,41,13,3,38,13,3,39,13,3,38,12,3,38
2012/s/prst/2012/29/2:1,9,1,29,9,1,30,9,1,30,8,1,31,9,1,30
1999/s/prst/1999/29/25:1,28,17,71,31,13,71,30,14,70,31,13,72,29,15,70
2006/s/2006/822/167:10,21,6,46,24,6,47,26,6,48,24,6,47,24,5,48
2014/s/2014/740/28:2,7,1,17,6,1,15,6,1,15,6,1,15,5,1,14
2014/s/prst/2014/3/1026:1,16,4,60,19,4,56,19,4,55,19,4,56,19,5,54
2003/s/res/1456_2003_/34:1,14,3,34,13,3,34,14,3,35,13,3,34,14,3,35
2014/s/prst/2014/3/1274:1,16,7,37,17,8,39,16,7,37,17,8,39,17,7,39
2010/s/prst/2010/25/494:1,8,2,28,8,2,22,8,2,22,8,2,22,9,1,25
2008/s/2008/258/37:3,8,2,24,7,2,25,8,2,25,7,2,25,8,2,25
2014/s/res/2160__2014_/66:1,11,4,39,8,4,36,10,4,36,8,4,36,10,3,34
2007/s/prst/2007/45/2:1,11,1,35,11,1,35,11,1,35,10,1,36,11,1,35
2011/s/2011/463/444:1,16,0,39,16,0,40,18,0,40,16,0,40,17,0,37
2008/s/2008/379/177:1,16,3,37,18,2,36,18,4,39,17,2,35,18,4,39
2014/s/2014/740/6:5,16,2,33,11,2,31,15,2,33,11,2,31,14,3,34
1999/s/prst/1999/29/21:1,19,7,63,19,6,65,18,6,64,19,6,66,18,7,63
2014/s/2014/935/163:4,12,3,35,12,3,36,12,3,36,10,5,36,12,3,35
2005/s/2005/60/554:7,5,1,26,4,1,26,4,1,26,4,1,26,4,1,27
2012/s/2012/373/95:1,7,4,34,7,4,35,8,3,32,7,4,35,7,4,34
2014/s/2014/902/140:1,3,0,9,1,1,9,1,1,9,1,1,9,2,1,7
2014/s/prst/2014/3/525:1,29,6,62,31,6,59,30,6,60,31,6,59,30,6,60
2012/s/2012/373/656:2,5,2,23,4,2,20,5,2,20,4,2,20,6,2,22
2005/s/2005/60/651:5,7,2,24,7,2,22,5,2,20,6,2,21,6,2,20
2000/s/2000/1198/20:1,4,4,28,4,4,27,4,4,27,4,4,27,4,4,27
2011/s/2011/463/376:6,7,2,25,7,3,23,6,3,23,7,3,23,7,3,24
2010/s/2010/525/23:1,15,7,53,19,7,53,20,7,55,19,7,53,20,8,53
2008/s/2008/251/88:1,5,2,18,7,1,18,6,1,16,7,1,18,6,1,17
2012/s/2012/244/57:1,7,1,28,7,1,26,7,1,26,7,1,26,7,1,24
2006/s/2006/154/98:4,14,3,35,12,3,34,12,3,32,12,3,33,11,3,33
2012/s/2012/373/609:1,10,0,20,10,0,20,9,0,20,10,0,20,10,0,20
2013/s/2013/452/12:1,8,3,34,9,3,35,9,2,33,9,3,35,9,3,35
2009/s/res/1887__2009_/39:1,18,4,47,13,4,41,13,4,42,13,4,41,13,4,41
1999/s/res/1267_1999_/39:1,9,4,33,9,3,31,10,3,32,9,3,31,10,3,31
2014/s/prst/2014/3/822:1,15,5,50,14,6,51,14,6,50,14,6,52,14,6,51
2014/s/2014/73/97:2,9,5,40,9,3,35,9,4,40,8,3,35,8,3,36
2000/s/2000/1196/63:4,6,2,24,3,2,22,6,1,21,3,2,22,5,2,22
2010/s/prst/2010/22/18:2,10,6,41,10,5,40,10,5,40,10,5,40,9,5,39
2005/s/2005/636/590:1,17,0,34,12,2,30,11,3,30,12,2,30,9,5,32
2012/s/2012/16/132:2,8,5,28,6,4,22,6,4,23,6,4,22,7,4,25
2006/s/2006/822/232:3,17,3,40,14,3,39,13,3,36,14,3,39,14,3,36
2005/s/2005/662/456:1,3,2,19,4,2,18,4,2,18,4,2,18,4,2,18
2005/s/2005/66/22:4,5,2,24,5,2,20,5,2,20,5,2,20,5,2,20
2011/s/2011/463/182:4,6,2,22,6,1,20,6,1,20,5,1,22,6,1,20
2008/s/2008/259/16:2,3,2,23,3,2,25,4,2,26,3,2,25,3,2,26
2005/s/2005/761/19:5,4,4,21,4,4,25,3,5,23,4,4,25,3,5,23
2005/s/prst/2005/34/7:2,6,3,24,5,3,23,5,3,24,5,3,23,5,3,24
2005/s/2005/800/47:1,6,2,26,5,3,26,4,3,26,5,3,26,5,3,25
2006/s/2006/822/331:4,7,3,26,7,3,23,7,3,23,7,3,23,7,3,24
2005/s/2005/648/21:1,13,2,41,12,2,41,10,2,40,12,2,41,13,2,41
2006/s/2006/154/265:3,4,4,21,5,4,23,5,4,23,5,4,23,5,4,23
2009/s/res/1894_2009_/34:1,9,1,22,8,1,21,6,1,20,8,1,21,9,1,20
2005/s/2005/60/718:3,5,3,23,4,3,19,4,2,18,4,3,19,4,3,19
2005/s/2005/60/269:4,7,2,44,7,3,41,7,3,40,7,3,41,7,3,42
2014/s/2014/929/71:1,4,2,21,4,2,19,3,2,19,4,2,19,3,2,19
2014/s/2014/902/90:2,3,1,10,3,1,10,3,1,10,3,1,10,3,1,10
2012/s/2012/16/67:2,5,0,15,4,1,16,4,1,16,4,1,16,4,0,16
2009/s/2009/289/14:2,29,2,64,27,3,59,27,3,60,27,3,59,22,2,52
2014/s/2014/276/184:3,16,5,36,17,6,46,17,6,45,17,6,44,18,4,43
2008/s/2008/738/12:1,7,1,24,7,1,24,7,1,25,7,1,24,7,1,23
2004/s/res/1526_2004_/14:1,20,6,48,20,6,48,20,6,50,19,6,48,19,6,49
2011/s/2011/298/52:2,18,8,51,17,7,47,17,7,47,19,7,49,17,7,47
2002/s/2002/685/30:3,4,4,26,5,6,27,7,4,28,5,6,27,5,5,26
2011/s/2011/245/118:1,8,5,35,7,6,31,8,5,32,8,5,31,8,5,32
1999/s/prst/1999/29/15:2,8,3,36,8,3,35,9,2,34,9,3,36,10,2,35
2005/s/2005/662/78:1,4,1,25,7,1,23,5,1,25,7,1,23,5,1,23
2009/s/res/1894_2009_/68:1,22,4,44,23,4,43,22,4,42,23,4,42,22,4,40
2005/s/2005/684/55:1,11,4,35,11,4,36,11,4,36,11,4,36,10,4,33
2006/s/prst/2006/42/11:2,13,5,37,12,5,34,13,5,38,12,5,35,12,5,34
2003/s/2003/90/194:2,3,2,10,3,1,10,3,1,10,3,1,10,3,1,10
2011/s/2011/298/77:5,18,3,49,11,8,43,17,4,45,11,8,43,16,4,45
2014/s/2014/41/120:4,4,2,18,3,1,16,3,1,16,3,1,16,4,1,16
2007/s/2007/677/205:4,7,3,27,4,3,24,6,3,25,4,3,24,6,3,25
2008/s/2008/168/14:1,7,3,28,8,3,31,8,3,31,8,3,31,7,3,28
2008/s/2008/800/6:1,17,4,58,13,4,55,13,4,54,13,4,55,11,4,53
2005/s/2005/662/479:4,13,3,48,14,3,52,14,3,53,14,3,52,14,3,52
2008/s/2008/806/19:1,8,1,37,9,1,37,9,1,38,9,1,37,8,1,37
2005/s/2005/688/2:1,9,3,35,7,2,34,7,2,36,9,2,35,8,2,35
2005/s/2005/679/26:1,22,2,46,22,1,43,24,1,44,22,1,43,21,1,43
