id,en_ar_DEEP_difference_general_rare_proportion,en_ar_DEEP_difference_genre_rare_proportion,en_ar_DEEPL_difference_general_rare_proportion,en_ar_DEEPL_difference_genre_rare_proportion,en_ar_GOOGLE_difference_general_rare_proportion,en_ar_GOOGLE_difference_genre_rare_proportion,en_ar_TRANSFORMERS_difference_general_rare_proportion,en_ar_TRANSFORMERS_difference_genre_rare_proportion
2014/s/2014/935/80:2,-0.16181818181818175,-0.1127272727272727,-0.11660079051383399,-0.05533596837944671,-0.16181818181818175,-0.1127272727272727,-0.16181818181818175,-0.1127272727272727
2014/s/2014/731/14:3,-0.02777777777777779,-0.05555555555555558,0.015873015873015817,0.007936507936507908,-0.012698412698412764,-0.07777777777777778,0.0326797385620915,-0.01307189542483661
2007/s/2007/677/102:2,-0.025000000000000022,-0.04999999999999999,-0.017857142857142905,-0.05476190476190479,-0.025000000000000022,-0.04999999999999999,0.015243902439024404,-0.052439024390243894
2014/s/2014/957/82:1,0.044871794871794934,0.04273504273504272,0.06759906759906764,0.0023310023310023076,0.044871794871794934,0.04273504273504272,0.024038461538461564,-0.05448717948717949
2012/s/prst/2012/24/10:1,0.050865800865800836,0.008658008658008615,0.031818181818181746,-0.006818181818181807,0.05972515856236782,0.004228329809725095,0.013213530655391104,0.004228329809725095
2005/s/2005/60/462:2,-0.0692640692640693,-0.04112554112554109,-0.0692640692640693,-0.04112554112554109,-0.0692640692640693,-0.04112554112554109,-0.0692640692640693,-0.04112554112554109
2000/s/2000/1196/59:5,-0.07342657342657344,-0.11888111888111891,-0.07342657342657344,-0.11888111888111891,-0.07342657342657344,-0.11888111888111891,0.04195804195804198,-0.003496503496503489
2009/s/res/1904_2009_/74:1,-0.01220122012201219,-0.0618061806180618,-0.02392860645287831,-0.0629596940276552,-0.01220122012201219,-0.0618061806180618,0.008838383838383868,-0.0274621212121212
2014/s/2014/369/37:1,-0.03304347826086951,-0.09304347826086959,-0.045531914893616965,-0.11617021276595749,-0.03304347826086951,-0.09304347826086959,-0.024255319148936194,-0.07361702127659579
1999/s/prst/1999/6/19:1,-0.026666666666666616,-0.2222222222222222,-0.08333333333333326,-0.2222222222222222,-0.012820512820512775,-0.2222222222222222,-0.059523809523809534,-0.1865079365079365
