id,es_en_DEEP_difference_noun_counts,es_en_DEEP_difference_verb_counts,es_en_DEEP_difference_lemma_counts,es_en_DEEPL_difference_noun_counts,es_en_DEEPL_difference_verb_counts,es_en_DEEPL_difference_lemma_counts,es_en_GOOGLE_difference_noun_counts,es_en_GOOGLE_difference_verb_counts,es_en_GOOGLE_difference_lemma_counts,es_en_TRANSFORMERS_difference_noun_counts,es_en_TRANSFORMERS_difference_verb_counts,es_en_TRANSFORMERS_difference_lemma_counts
2010/s/2010/259/56:7,-1,0,-3,-1,1,-2,-1,0,-3,-1,0,-4
2012/s/2012/10/add_22/14:1,-2,0,-1,-2,0,0,-2,0,0,-2,0,-1
2014/s/2014/1/71:2,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
2002/s/ac_26/2002/15/2042:4,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
2004/s/2004/300/182:1,-4,0,-2,-4,0,-1,-4,0,-2,-4,0,-2
2003/s/ac_26/2003/15/107:1,-1,1,0,-1,1,0,-1,1,0,-1,1,0
2008/s/2008/58/92:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2010/s/2010/543/79:1,-3,0,-1,-3,-2,-5,-3,0,-1,-1,1,-1
2011/s/agenda/6695/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2010/s/pv_6259/46:1,0,0,1,0,0,1,0,0,1,0,0,1
2005/s/2005/192/137:1,-1,0,2,-1,0,-1,-1,0,2,-1,0,2
2009/s/2009/212/524:1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
2002/s/agenda/4539/4:1,0,0,0,0,0,0,0,0,0,0,0,0
2005/s/2005/255/35:2,0,0,-3,-2,0,-5,0,0,-3,-2,0,-5
2006/s/2006/10/add_12/17:1,0,1,-8,0,0,0,0,1,-8,0,0,0
2014/s/2014/295/43:5,0,0,1,0,0,1,0,0,1,-1,1,0
2004/s/2004/604/254:3,1,0,1,1,0,1,1,0,1,0,1,2
2012/s/2012/10/add_26/45:1,-2,0,-1,-2,0,-2,-2,0,-1,0,0,0
2014/s/agenda/7099/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2014/s/2014/439/116:1,0,0,2,0,0,2,0,0,2,0,0,2
2011/s/pv_6487/47:1,-2,0,-1,-2,-1,-4,-2,0,-1,-2,-1,-5
2012/s/agenda/6816/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2003/s/2003/498/266:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2003/s/2003/92/14:1,-1,2,1,-1,2,1,-1,2,1,0,0,-5
2004/s/ac_26/2004/17/311:5,-1,1,1,-1,1,2,-1,1,1,-1,1,1
2000/s/ac_26/2000/17/51:1,-1,0,0,-1,0,-1,-1,0,0,-1,0,1
2011/s/pv_6579/41:1,0,0,1,0,0,1,0,0,1,0,0,1
2012/s/2012/166/24:3,-2,0,1,-1,0,2,-2,0,1,-2,0,0
2014/s/2014/242/3:3,-1,0,-4,-1,0,-4,-1,0,-4,-1,1,-3
2006/s/2006/35/44:1,1,1,-1,0,1,0,1,1,-1,1,1,-1
2006/s/2006/893/195:1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2005/s/ac_44/2004/_02_/115/60:1,-3,0,0,-3,0,1,-3,0,0,-3,0,0
2004/s/2004/961/177:1,0,0,2,0,0,2,0,0,2,0,0,2
2014/s/2014/464/11:1,1,0,0,0,0,-1,1,0,0,0,0,-1
2010/s/2010/10/add_11/16:1,-2,0,0,-2,0,0,-2,0,0,-2,0,-1
2005/s/2005/662/421:3,0,1,-1,0,1,-1,0,1,-2,0,1,0
2011/s/2011/278/81:7,1,0,2,1,0,1,1,0,1,2,0,2
2008/s/2008/10/add_30/3:2,-1,0,-1,0,0,1,0,0,1,0,0,0
2002/s/2002/676/119:1,3,0,-2,3,0,0,3,0,-2,3,0,-1
2009/s/2009/189/56:1,0,1,1,0,0,0,0,1,1,0,0,0
2014/s/2014/637/146:1,-1,0,-1,0,0,0,-1,0,-1,-1,0,1
2006/s/2006/285/1559:1,0,0,-1,0,0,-1,0,0,-1,-1,0,-1
2000/s/2000/1137/32:7,-1,0,0,0,0,1,-1,0,0,0,0,0
2009/s/2009/10/add_26/3:2,-1,0,0,-1,0,1,-1,0,1,-1,0,0
2003/s/2003/580/194:1,-3,0,0,-3,0,-1,-3,0,0,-3,0,0
1999/s/ac_26/1999/4/647:1,0,1,0,1,1,1,0,1,0,0,1,0
2013/s/2013/163/137:1,0,0,0,-1,0,1,0,0,0,0,0,0
2009/s/ac_49/2009/4/21:1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
2004/s/2004/698/64:5,0,0,4,0,0,3,0,0,4,1,0,4
2004/s/2004/67/16:2,0,0,1,0,0,1,0,0,1,0,0,1
2010/s/2010/204/1515:1,0,0,0,0,0,0,0,0,0,0,-1,0
2001/s/2001/1253/57:2,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2002/s/2002/195/12:3,0,0,0,0,0,0,0,0,0,0,0,0
2002/s/2001/1325/91:1,-3,0,-1,0,0,1,-3,0,-1,-2,0,1
2011/s/2011/579/21:3,1,0,1,-1,0,0,1,0,1,0,0,0
2005/s/ac_44/2004/_02_/115/26:1,-2,1,-3,-3,1,-4,-2,1,-3,-3,1,-4
2013/s/2013/331/164:1,-1,1,1,-1,2,-1,-1,1,1,-1,0,-1
2010/s/2010/263/771:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2004/s/2004/826/47:1,-1,0,0,-1,0,0,-1,0,0,-1,0,-1
2001/s/2001/521/37:2,0,1,0,0,1,0,-1,1,-1,0,1,0
2010/s/2010/627/344:1,-1,1,2,-1,0,3,-1,1,2,-1,0,2
2014/s/2014/177/28:3,-1,1,-1,0,0,-1,-1,1,-1,-1,1,-1
1998/s/1998/1178/22:1,-1,0,2,-1,0,3,-1,0,2,-1,0,3
2013/s/2013/663/117:4,1,0,-1,1,0,-1,1,0,0,0,0,-3
2014/s/2014/73/142:1,0,1,-1,1,1,1,0,1,-1,1,1,2
2012/s/pv_6722__resumption_1_/98:4,0,0,-1,0,0,-1,-1,0,-1,0,0,0
2006/s/ac_45/2006/22/36:1,0,0,0,0,0,0,0,0,0,-1,0,0
1999/s/1999/410/10:1,-2,2,1,-2,2,1,-2,2,1,-2,1,0
1998/s/1998/489/17:2,0,0,4,0,0,3,0,0,4,-1,0,2
2004/s/2004/51/25:2,0,-1,0,0,0,0,0,0,0,0,-1,2
2010/s/inf/64/818:1,0,0,1,1,-2,1,0,0,1,1,-2,1
2007/s/2007/391/80:3,-3,-1,-1,-3,-1,0,-3,-1,-1,-1,-1,-1
1998/s/1998/1174/81:3,0,0,1,0,0,1,0,0,1,0,0,-1
2008/s/2008/210/66:2,-1,0,-2,-1,0,-2,-1,0,-2,-1,0,-2
2006/s/agenda/5565/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2007/s/2007/7/81:3,0,0,-1,0,0,-1,0,0,-1,0,0,-2
2005/s/2005/254/45:2,0,0,0,0,0,0,0,0,0,0,0,0
2008/s/2008/10/add_8/53:1,-2,0,2,-2,0,1,-2,0,2,-2,0,1
2010/s/ac_44/2004/_02_/158/51:1,2,0,0,1,0,0,2,0,0,1,0,0
2014/s/2014/575/171:1,-1,0,-1,2,0,1,-1,0,-1,2,0,1
2002/s/2002/1366/20:6,-1,0,-4,-1,0,-4,-1,0,-5,-1,0,-4
2001/s/ac_26/2001/20/456:4,0,1,-3,0,1,-3,0,1,-3,1,1,-2
2004/s/2004/255/41:1,0,0,0,0,0,0,0,0,0,0,0,-1
2010/s/2010/214/52:1,-1,0,1,-1,0,1,-1,0,1,-1,-1,-1
2002/s/ac_26/2002/26/17:1,0,0,0,1,0,-1,0,0,0,1,0,2
2003/s/ac_26/2003/10/744:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2008/s/2008/602/75:1,-1,0,-2,-1,0,-2,-1,0,-2,-1,0,-2
2010/s/res/1966_2010_/218:1,-1,0,0,1,0,2,-1,0,0,-1,0,1
2008/s/2008/296/522:1,-2,0,-1,-4,0,-1,-2,0,-1,-4,0,-2
2000/s/ac_26/2000/19/459:1,1,0,2,1,0,3,-1,0,3,0,0,1
2010/s/ac_50/2010/5/54:1,0,0,0,0,0,0,0,0,0,0,0,0
2009/s/2009/107/11:1,0,0,1,0,0,0,0,0,1,0,0,1
2004/s/ac_44/2004/_02_/26/47:3,-1,1,-3,-1,1,-3,-1,1,-3,-1,1,-3
1999/s/1999/25/add_19/12:1,-1,0,-3,0,-1,-3,-1,0,-3,-1,-1,-2
2006/s/2006/10/111:1,0,0,-5,0,0,0,0,0,-5,0,0,0
2005/s/2005/60/228:2,-2,0,-3,-2,1,-3,-3,0,-3,-2,1,-2
2006/s/2006/912/64:2,-1,0,-1,-1,0,-1,-1,0,-1,-1,1,0
2007/s/2007/641/24:2,1,1,0,1,1,0,1,1,0,1,1,0
1999/s/1999/644/43:2,1,0,2,1,0,1,1,0,1,0,1,-1
2003/s/2003/412/31:2,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0
1999/s/1999/693/27:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2011/s/2011/661/45:1,0,0,1,0,0,1,0,0,1,0,0,1
2001/s/agenda/4377/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2003/s/2003/1146/61:3,0,0,1,0,0,1,0,0,1,1,0,2
2008/s/2008/10/add_22/11:1,-2,0,0,-2,0,0,-2,0,0,-2,0,-1
2010/s/2010/204/1320:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2005/s/2004/983/22:1,-1,0,-2,-2,0,6,-1,0,-2,-1,0,-1
2004/s/2004/254/42:1,-1,0,-2,-1,0,-3,-1,0,-2,-1,0,-2
1998/s/ac_26/1998/12/67:1,0,0,0,0,0,0,0,0,0,0,0,0
2002/s/agenda/4649/5:1,0,0,0,0,0,0,0,0,0,0,0,0
2005/s/2005/833/165:1,-1,0,-1,-1,-1,-3,-1,0,-1,-1,-1,-3
2012/s/2012/373/269:1,0,0,1,0,0,1,0,0,1,0,0,2
2010/s/prst/2010/25/786:1,0,0,0,0,0,0,0,0,0,-1,0,-2
2011/s/2011/215/135:1,0,0,0,0,0,0,0,0,0,0,0,0
2010/s/2010/191/50:6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004/s/2004/825/19:1,-1,0,1,-1,0,1,-1,0,1,-1,0,0
2004/s/2004/1037/217:1,-3,1,0,-3,1,0,-3,1,0,-3,1,-1
2009/s/ac_37/2009/_1455_/4/220:1,-1,0,-1,-1,0,0,-1,0,-1,-1,0,0
2012/s/2012/683/201:1,0,0,0,0,0,0,0,0,0,0,0,0
2002/s/2002/1119/13:4,-2,1,-5,-2,1,-5,-2,1,-5,-2,1,-8
2008/s/2008/558/36:3,-1,1,0,-1,1,-3,-1,1,0,-1,0,-1
1999/s/1999/836/42:1,1,1,0,1,0,-1,1,1,0,1,1,0
2004/s/2004/961/229:1,0,0,2,0,0,2,0,0,2,0,0,2
2012/s/2012/10/add_44/36:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2014/s/2014/937/11:1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2006/s/2006/154/112:3,-1,0,2,-2,0,1,-1,0,2,-3,0,-3
2009/s/2009/325/52:7,0,0,0,0,0,1,0,0,0,0,0,1
2007/s/2007/445/208:1,0,0,-1,0,0,-2,0,0,-1,0,0,-2
2007/s/2007/196/86:1,0,0,-2,0,0,-2,0,0,-2,0,0,-2
2012/s/2012/72/97:1,0,1,0,0,1,0,0,1,0,0,1,0
2005/s/2005/336/90:2,1,-1,2,1,-1,1,1,-1,2,1,-1,1
2004/s/2004/255/39:1,0,1,1,0,1,1,0,1,1,0,1,0
2011/s/2011/77/7:1,0,0,0,0,0,0,0,0,0,0,0,0
2004/s/2004/658/add_1/116:1,2,1,1,2,1,0,2,1,1,2,1,0
2013/s/2013/10/add_31/12:1,-2,0,0,-2,0,0,-2,0,0,-2,0,-1
2012/s/2012/10/add_35/16:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2010/s/ac_50/2010/34/24:1,0,1,0,0,1,1,0,1,1,0,1,1
2004/s/2004/263/29:2,0,0,0,0,0,-2,0,0,0,-1,0,-2
2008/s/2008/10/add_23/17:1,-2,0,0,-2,0,0,-2,0,0,-2,0,-1
2008/s/2008/10/add_35/47:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2011/s/2011/10/6:1,-2,0,0,-2,0,0,-2,0,0,-2,0,-1
2009/s/inf/63/2014:1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
2011/s/2011/272/345:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2012/s/2012/185/33:2,-1,0,0,-1,0,0,-1,0,-1,0,0,1
2004/s/2004/17/82:1,1,0,1,1,0,1,1,0,1,1,0,2
2012/s/agenda/6720/5:1,1,0,1,1,0,1,1,0,1,1,0,1
2006/s/2006/285/605:1,0,0,1,0,0,1,0,0,1,-1,0,0
2005/s/2005/149/15:3,-1,1,1,0,1,1,-1,1,1,0,1,2
2002/s/ac_26/2002/23/1012:1,2,0,-2,2,0,-1,2,0,2,1,0,-2
2007/s/2007/584/683:1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-3
2003/s/ac_26/2003/13/12:1,0,0,0,0,0,0,0,0,0,0,0,0
2006/s/2006/361/13:4,0,0,1,-1,1,0,0,0,1,-2,1,-1
2014/s/2014/653/56:3,-3,2,-4,-4,2,-6,-3,2,-4,-3,2,-5
2004/s/ac_37/2004/_1455_/14/39:1,-1,0,-1,0,0,0,-1,0,-1,-1,0,-1
2007/s/2007/423/236:1,0,1,0,-1,1,0,0,1,0,0,1,0
1998/s/1998/1160/15:1,0,1,-1,0,1,-1,0,1,-1,-1,0,-4
2008/s/2008/505/8:1,0,0,1,0,0,0,0,0,1,0,0,1
2011/s/2011/10/add_48/47:1,-2,0,-1,0,0,1,-2,0,-1,0,0,0
1999/s/ac_26/1999/6/31:1,-1,0,0,-1,0,0,-1,0,0,-1,0,1
2014/s/2014/571/28:1,0,0,2,0,0,0,0,0,2,0,0,0
2014/s/2014/172/77:6,-1,0,-3,0,0,-3,-1,0,-3,-1,0,-3
2004/s/2004/826/256:3,1,1,1,1,1,1,1,1,1,1,1,1
2002/s/2002/93/107:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2010/s/res/1933_2010_/13:1,0,0,-2,0,0,-2,0,0,-2,0,0,-2
2003/s/2003/223/506:1,0,0,0,0,0,0,0,0,0,0,0,0
2004/s/2004/876/305:1,-5,0,-2,-5,0,-2,-5,0,-2,-4,0,-4
2014/s/2014/945/22:1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1
2013/s/ac_44/2013/18/73:1,-1,0,-1,-1,0,-1,-1,0,-1,-2,0,-4
2002/s/2002/1370/103:1,0,0,0,0,0,-1,0,0,0,0,0,-1
2003/s/agenda/4777/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2002/s/2002/30/add_6/6:1,0,0,-15,0,0,0,0,0,-15,0,0,-1
1999/s/ac_26/1999/24/1011:1,-1,2,-2,-1,2,-2,-1,2,-2,-1,0,-7
2009/s/2009/290/21:2,-1,0,1,-1,0,1,-1,0,1,-1,1,0
2008/s/ac_37/2005/_1455_/7/add_1/48:1,-2,1,0,-2,1,0,-2,1,0,-2,1,0
2005/s/ac_44/2004/_02_/104/48:1,-1,1,-1,-1,1,-1,-1,1,-1,-1,0,-2
2009/s/res/1896_2009_/21:1,0,0,-2,0,0,-2,0,0,-2,0,0,-2
2010/s/2010/270/358:1,-1,1,0,-1,1,0,-1,1,0,-1,1,-1
2010/s/inf/64/3649:1,0,0,1,0,0,1,0,0,1,0,0,1
2006/s/2006/1010/89:1,0,0,2,-3,0,0,0,0,2,-4,0,0
2001/s/ac_26/2001/7/738:1,-3,0,-3,-3,0,-1,-3,0,-3,-2,0,-5
2003/s/2003/498/191:1,-1,0,-2,0,0,-1,-1,0,-2,1,0,0
2005/s/ac_44/2004/_02_/102/72:1,-3,0,0,-2,0,-1,-3,0,0,-3,0,0
2010/s/2010/686/4:2,-2,0,2,-2,0,-1,-1,0,1,-3,0,-1
2009/s/2009/537/1745:5,0,0,1,0,0,1,0,0,1,0,0,1
2011/s/2011/10/add_5/69:1,-2,0,2,-2,0,2,-2,0,2,-2,0,1
2001/s/2001/434/322:1,-1,0,0,-1,0,0,-1,0,0,0,0,0
2006/s/agenda/5490/2:1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1
1998/s/agenda/3882/12:1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1
2009/s/2009/10/add_21/18:1,-2,0,0,-2,0,0,-2,0,0,-2,0,-1
2006/s/2006/350/81:1,0,0,-2,-2,0,-2,0,0,-2,0,0,-2
2004/s/ac_44/2004/_02_/57/70:2,1,1,-2,1,1,-2,1,1,-2,1,1,-2
2000/s/2000/40/add_35/6:1,0,0,-4,0,0,0,0,0,-4,0,0,0
2000/s/ac_26/2000/18/361:2,0,0,3,1,0,4,0,0,3,1,0,4
2000/s/2000/738/37:1,2,-1,2,2,-1,2,2,-1,2,2,0,2
2007/s/2007/10/112:1,0,0,-19,0,0,0,0,0,-19,0,0,0
2014/s/2014/681/222:1,1,0,1,1,0,1,1,0,1,1,0,1
2010/s/2010/154/185:3,0,0,1,1,0,2,0,0,1,0,0,2
2009/s/2009/212/561:1,0,1,-1,-1,1,-1,0,1,-1,1,1,-1
2012/s/agenda/6825/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2001/s/2001/1195/26:2,-2,1,-1,-2,1,-1,-2,1,-1,-2,1,-1
1999/s/1999/589/41:1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2003/s/ac_37/2003/_1455_/30/197:1,0,0,-1,0,0,-1,0,0,-1,0,0,0
2007/s/2007/608/61:4,0,0,-1,-1,0,-4,0,0,-2,0,0,-1
1999/s/res/1275_1999_/5:1,-1,0,0,-1,0,0,-1,0,0,-1,0,-1
2001/s/2001/730/103:1,-1,0,1,-1,0,1,-1,0,1,-1,0,0
2004/s/2004/961/190:1,0,0,2,0,0,2,0,0,2,0,0,2
2005/s/2005/87/349:4,1,0,0,1,0,-2,1,0,0,1,0,0
2002/s/agenda/4521/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2012/s/agenda/6876/4:1,0,0,0,0,0,0,0,0,0,0,0,0
2012/s/2012/443/8:2,0,0,0,0,0,1,0,0,0,0,0,0
2014/s/2014/846/26:1,0,1,2,0,1,3,0,1,2,0,1,0
2009/s/2009/537/1387:1,-1,2,0,0,0,-1,-1,2,0,-1,2,-1
2002/s/2002/239/148:1,-3,1,-3,-1,1,-4,-3,1,-3,-2,1,-4
2005/s/2005/57/75:3,0,0,1,0,0,1,0,0,1,0,0,1
2012/s/agenda/6743/4:1,0,0,2,0,0,2,0,0,2,0,0,2
2008/s/2008/598/90:1,0,0,0,0,0,0,0,0,0,1,0,-1
2010/s/ac_44/2007/17/81:3,0,0,-5,0,0,-5,0,0,-5,0,0,-5
2010/s/ac_50/2010/25/5:1,0,0,-2,0,0,-2,0,0,-2,-1,0,0
2006/s/2006/1/81:1,1,0,0,1,0,0,1,0,0,1,0,0
2005/s/2005/30/234:1,-2,0,-3,-2,0,-4,-2,0,-3,-2,0,-1
2003/s/2003/323/18:1,-2,0,-2,-2,0,-2,-2,0,-2,0,0,-2
2003/s/2003/316/64:2,-1,0,1,-1,0,0,-1,0,1,-1,0,1
2001/s/2001/424/116:1,0,1,0,0,1,0,0,1,0,0,1,0
2004/s/2004/396/207:2,0,0,1,0,0,0,0,0,1,2,0,2
1999/s/1999/132/77:1,-2,0,1,-2,0,2,-3,0,2,-3,0,2
2009/s/2009/290/146:2,-4,1,1,-7,0,-3,-4,1,0,-5,0,-2
2011/s/2011/249/127:4,-1,1,4,-3,1,3,-1,1,4,-1,1,2
2007/s/2007/229/22:5,0,0,1,-1,1,1,0,0,1,-1,1,1
2005/s/2005/745/616:1,-1,0,-3,-1,0,-3,-1,0,-3,-1,0,-3
1998/s/1998/712/15:1,-2,1,-3,-2,1,-3,-2,1,-3,-3,1,-4
2012/s/2012/177/376:2,0,1,1,0,1,-1,0,1,1,-1,0,-2
2002/s/ac_26/2002/33/746:1,0,0,-2,-2,0,-1,-3,0,-1,-2,0,-2
2009/s/2009/537/620:1,0,0,-2,0,0,-2,0,0,-2,0,0,-2
2005/s/2005/635/79:3,1,0,0,1,0,0,1,0,0,1,0,0
2011/s/inf/65/3165:1,0,0,1,0,0,1,0,0,0,0,0,1
2001/s/2001/719/302:1,0,0,-2,0,0,-2,0,0,-2,0,0,-2
1998/s/1998/814/12:1,-1,0,-1,-2,0,-1,-1,0,-1,-2,0,-1
2013/s/2013/579/11:1,0,0,0,0,0,-1,0,0,0,-2,0,-1
2009/s/2009/312/3:1,1,1,-1,1,1,0,1,1,-2,1,1,0
2008/s/2008/294/7:1,1,-1,0,2,-1,-1,0,0,-4,0,0,-4
2000/s/2000/40/add_21/17:1,0,0,2,0,0,0,0,0,-8,0,0,-4
2007/s/2007/134/49:2,0,0,0,-1,0,0,-1,0,0,-1,0,0
2004/s/2004/469/63:1,2,0,1,2,0,0,2,0,1,2,0,0
2007/s/2007/588/11:1,-1,1,1,-1,0,0,-1,1,1,-1,0,0
2003/s/2003/37/18:1,-7,1,-2,-7,2,-1,-7,1,-2,-6,1,-2
2002/s/ac_26/2002/19/60:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
1999/s/ac_31/1999/6/16:6,-1,4,-3,0,3,-3,-1,4,-4,-3,3,-3
2002/s/2002/1184/313:2,0,0,1,0,0,1,0,0,1,1,0,0
2009/s/prst/2009/1/460:1,-1,0,-1,0,0,0,-1,0,-1,0,0,0
2009/s/2009/376/5:6,0,0,0,0,0,0,0,0,0,0,0,0
2013/s/res/2118__2013_/82:1,0,0,-1,-1,0,-3,0,0,-1,0,0,0
2002/s/2002/1305/13:1,-1,0,0,-1,0,0,-1,0,0,-1,0,1
2003/s/ac_26/2003/15/12:1,1,0,0,1,0,0,1,0,0,0,0,-1
2004/s/agenda/4931/2:1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1
2004/s/ac_44/2004/_02_/66/48:1,0,1,0,0,1,0,0,1,0,0,0,-1
1997/s/ac_26/1997/6/17:1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2003/s/2003/95/18:2,-2,1,0,-2,1,1,-2,1,0,-2,1,2
1998/s/1998/249/38:2,0,1,-1,0,1,-2,0,1,-1,0,1,-2
2002/s/2002/1184/322:1,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2008/s/2007/783/285:1,1,0,0,1,0,0,1,0,0,0,0,1
2004/s/2004/53/13:7,-2,3,0,-2,3,-1,-2,3,0,-2,3,0
2001/s/ac_26/2001/7/769:1,0,0,0,1,0,0,0,0,0,1,0,0
2013/s/2013/10/add_50/22:1,0,0,1,0,0,1,-2,0,-1,0,0,0
2001/s/2001/966/122:2,0,1,-1,0,1,-1,0,1,-1,0,0,-2
2012/s/2012/957/48:2,0,0,-1,0,0,-1,0,0,-1,0,0,-1
2009/s/2009/256/4:2,0,0,0,0,0,0,0,0,0,0,0,0
2003/s/2003/870/24:1,-1,3,2,-2,2,-1,-1,3,2,-2,1,-4
2002/s/ac_26/2002/15/542:1,-6,1,0,-6,1,-1,-6,1,0,-4,1,-1
2008/s/2008/10/add_22/50:1,-2,0,2,-2,0,1,-2,0,2,-2,0,1
2003/s/2003/918/129:2,1,0,0,1,0,-1,1,0,0,2,0,-1
2004/s/agenda/5039/2:1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1
2013/s/2013/377/47:3,1,0,0,1,0,-1,1,0,0,1,0,-1
2004/s/2004/726/297:1,1,-1,1,0,-3,-1,1,-2,0,0,-3,0
2007/s/agenda/5695/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2014/s/2014/611/184:2,0,0,-1,0,0,1,0,0,-1,0,0,-1
2008/s/2008/801/33:1,-2,0,-3,-2,0,-2,-2,0,-3,-2,0,-2
2009/s/2009/10/add_22/3:2,-1,0,0,-1,0,1,-1,0,0,-1,0,0
2009/s/2009/314/128:4,-3,0,-2,-3,0,-3,-4,0,0,-3,0,-3
1999/s/ac_26/1999/3/43:1,-1,0,-1,-1,0,-2,-1,0,-1,-1,0,-1
2005/s/2005/15/add_24/26:1,0,0,-17,0,-1,2,0,0,-17,0,-1,-22
2014/s/2014/3/68:4,-1,0,2,-1,0,2,-1,0,1,-1,0,2
2006/s/2006/263/9:1,0,0,-2,0,0,-2,0,0,-2,0,0,-2
1999/s/1999/573/79:3,-3,1,-4,-3,2,-3,-3,1,-4,-3,3,3
2012/s/2012/161/368:1,-1,0,-1,-1,0,0,-1,0,-1,-1,0,-1
2007/s/2007/725/77:1,0,0,1,0,0,1,0,0,1,0,0,1
2014/s/2014/10/add_49/55:1,-2,0,-1,-2,0,0,-2,0,0,-2,0,-1
2010/s/2010/259/381:3,-1,0,-2,-1,0,-3,-1,0,-2,-2,0,-3
2010/s/2010/204/1375:1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-3
1999/s/1999/1087/39:1,-3,0,0,0,0,1,-3,0,0,-3,0,1
1998/s/ac_31/1998/19/14:1,-3,3,1,-1,2,1,-3,3,1,-1,1,0
2013/s/2013/663/20:1,1,0,0,0,0,-1,1,0,-1,0,0,-1
2011/s/2011/272/520:2,-2,0,0,-2,0,1,-2,0,0,-2,0,0
2009/s/2009/106/47:1,-1,0,-2,-1,0,-2,-1,0,-2,-1,0,-3
2007/s/2007/22/131:1,0,0,0,0,0,0,0,0,0,0,0,0
2004/s/ac_44/2004/_02_/85/79:1,-3,0,0,-3,0,0,-3,0,0,-3,0,-1
2004/s/pv_4934/73:1,-1,0,1,-2,0,0,-1,0,1,-1,0,2
2012/s/pv_6729/167:1,-2,-1,0,0,-1,2,-2,0,0,-1,0,-2
1998/s/1998/1131/269:1,0,0,1,0,0,1,0,0,0,0,0,1
2003/s/2003/1161/82:1,0,0,2,0,0,2,0,0,2,0,0,2
2000/s/ac_26/2000/16/608:1,-1,0,0,-1,0,0,-1,0,0,-1,0,0
2009/s/2009/537/904:2,-3,0,-1,-3,0,-1,-3,0,-1,-2,-1,0
2007/s/agenda/5696/2:1,-2,0,0,-2,0,-1,-2,0,0,-2,0,-1
2006/s/2006/420/141:3,1,0,1,1,1,3,1,0,1,1,1,3
2009/s/2009/693/249:7,0,0,4,-1,0,5,0,0,4,0,0,3
1999/s/ac_26/1999/11/106:1,0,0,1,0,0,1,0,0,2,0,0,1
2007/s/2007/382/386:1,0,0,-1,1,0,-1,0,0,-1,0,0,-1
2000/s/ac_26/2000/16/638:1,-1,0,-2,-1,0,0,-1,0,-2,-1,0,-1
2012/s/2012/205/109:2,-1,1,-2,-1,1,0,-1,1,-2,0,0,0
2004/s/2004/876/114:1,0,0,2,0,0,1,0,0,2,0,0,-1
2014/s/agenda/7271/2:1,-2,0,0,-2,0,-1,-2,0,0,-3,0,-2
2009/s/agenda/6120/4:1,0,0,0,0,0,0,0,0,0,0,0,0
2004/s/nc/2003/1/297:1,-2,0,0,-2,0,0,-2,0,0,-2,0,-1
2004/s/2004/226/118:2,0,0,1,0,0,1,0,0,1,-1,1,1
2003/s/2003/398/26:1,0,1,0,0,1,0,-1,1,0,0,1,0
2008/s/2008/259/61:1,0,0,-2,0,0,-2,0,0,-2,0,0,-2
2014/s/2014/439/55:1,-1,0,1,-1,0,1,-1,0,1,-1,0,1
